periodo,uf,cod_municipio,municipio,tipo,ideb_2005,ideb_2007,ideb_2009,ideb_2011,ideb_2013,ideb_2015,ideb_2017
fundamental anos finais,RS,4314308,Pejuçara,Estadual,4.5999999999999996,4.8,5,5.4,5.8,6,6.2
fundamental anos finais,RS,4314308,Pejuçara,Municipal,-,2.9,3.1,3.4,3.8,4,4.3
fundamental anos finais,RS,4314308,Pejuçara,Pública,4.5,4.5999999999999996,4.9000000000000004,5.3,5.6,5.9,6.1
fundamental anos finais,RS,4314407,Pelotas,Estadual,3.2,3.4,3.7,4.2,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4314407,Pelotas,Municipal,3.2,3.4,3.7,4.0999999999999996,4.5,4.7,5
fundamental anos finais,RS,4314407,Pelotas,Pública,3.2,3.4,3.7,4.0999999999999996,4.5,4.7,5
fundamental anos finais,RS,4314423,Picada Café,Estadual,5.0999999999999996,5.2,5.5,5.8,6.1,6.4,6.6
fundamental anos finais,RS,4314423,Picada Café,Municipal,-,5,5.2,5.5,5.9,6.1,6.3
fundamental anos finais,RS,4314423,Picada Café,Pública,4.5999999999999996,4.7,5,5.4,5.7,6,6.2
fundamental anos finais,RS,4314456,Pinhal,Estadual,3.7,3.9,4.0999999999999996,4.5,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4314456,Pinhal,Pública,3.9,4,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4314464,Pinhal da Serra,Estadual,-,3.2,3.5,4,4.4000000000000004,4.5999999999999996,4.9000000000000004
fundamental anos finais,RS,4314464,Pinhal da Serra,Municipal,-,-,-,-,-,-,-
fundamental anos finais,RS,4314464,Pinhal da Serra,Pública,-,3.2,3.5,4,4.4000000000000004,4.5999999999999996,4.9000000000000004
fundamental anos finais,RS,4314472,Pinhal Grande,Estadual,4.3,4.5,4.7,5.0999999999999996,5.5,5.7,6
fundamental anos finais,RS,4314472,Pinhal Grande,Municipal,-,4.7,4.9000000000000004,5.2,5.5,5.8,6
fundamental anos finais,RS,4314472,Pinhal Grande,Pública,4.3,4.5,4.7,5.0999999999999996,5.5,5.7,6
fundamental anos finais,RS,4314498,Pinheirinho do Vale,Estadual,3.9,4,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4314498,Pinheirinho do Vale,Pública,4.2,4.3,4.5999999999999996,5,5.3,5.6,5.8
fundamental anos finais,RS,4314506,Pinheiro Machado,Estadual,2.7,3,3.5,4.0999999999999996,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4314506,Pinheiro Machado,Municipal,-,2.8,3.1,3.5,3.8,4.0999999999999996,4.3
fundamental anos finais,RS,4314506,Pinheiro Machado,Pública,2.9,3.2,3.6,4.0999999999999996,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4314548,Pinto Bandeira,Estadual,-,-,-,-,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4314548,Pinto Bandeira,Pública,-,-,-,-,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4314555,Pirapó,Estadual,4.0999999999999996,4.2,4.5,4.9000000000000004,5.3,5.5,5.7
fundamental anos finais,RS,4314555,Pirapó,Pública,4.0999999999999996,4.3,4.5,4.9000000000000004,5.3,5.6,5.8
fundamental anos finais,RS,4314605,Piratini,Estadual,3.4,3.6,3.8,4.2,4.5999999999999996,4.9000000000000004,5.0999999999999996
fundamental anos finais,RS,4314605,Piratini,Municipal,-,-,-,-,-,-,4.0999999999999996
fundamental anos finais,RS,4314605,Piratini,Pública,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4314704,Planalto,Estadual,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4314704,Planalto,Municipal,3.8,3.9,4.2,4.5999999999999996,5,5.3,5.5
fundamental anos finais,RS,4314704,Planalto,Pública,3.7,3.9,4.0999999999999996,4.5,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4314753,Poço das Antas,Estadual,-,4.8,5,5.3,5.6,5.8,6.1
fundamental anos finais,RS,4314753,Poço das Antas,Pública,-,4.8,5,5.3,5.6,5.8,6.1
fundamental anos finais,RS,4314779,Pontão,Municipal,3.3,3.5,3.8,4.2,4.5,4.8,5.0999999999999996
fundamental anos finais,RS,4314779,Pontão,Pública,3.5,3.7,3.9,4.3,4.7,5,5.2
fundamental anos finais,RS,4314787,Ponte Preta,Estadual,4.5999999999999996,4.7,5,5.4,5.7,6,6.2
fundamental anos finais,RS,4314787,Ponte Preta,Pública,4.5999999999999996,4.7,5,5.4,5.7,6,6.2
fundamental anos finais,RS,4314803,Portão,Estadual,3.3,3.5,3.8,4.3,4.7,5,5.2
fundamental anos finais,RS,4314803,Portão,Municipal,3.1,3.3,3.6,4,4.5,4.7,5
fundamental anos finais,RS,4314803,Portão,Pública,3.3,3.5,3.8,4.3,4.7,4.9000000000000004,5.2
fundamental anos finais,RS,4314902,Porto Alegre,Federal,-,6.2,6.4,6.7,6.9,7.1,7.2
fundamental anos finais,RS,4314902,Porto Alegre,Estadual,3.1,3.3,3.6,4,4.4000000000000004,4.5999999999999996,4.9000000000000004
fundamental anos finais,RS,4314902,Porto Alegre,Municipal,3.3,3.4,3.7,4.0999999999999996,4.5,4.7,5
fundamental anos finais,RS,4314902,Porto Alegre,Pública,3.2,3.4,3.6,4,4.4000000000000004,4.7,5
fundamental anos finais,RS,4315008,Porto Lucena,Estadual,3.8,3.9,4.2,4.5999999999999996,5,5.2,5.5
fundamental anos finais,RS,4315008,Porto Lucena,Pública,3.9,4,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4315057,Porto Mauá,Estadual,3.2,3.4,3.6,4,4.4000000000000004,4.7,4.9000000000000004
fundamental anos finais,RS,4315057,Porto Mauá,Pública,3.2,3.4,3.6,4,4.4000000000000004,4.7,4.9000000000000004
fundamental anos finais,RS,4315073,Porto Vera Cruz,Estadual,-,3.9,4.0999999999999996,4.4000000000000004,4.8,5,5.3
fundamental anos finais,RS,4315073,Porto Vera Cruz,Pública,-,3.9,4.0999999999999996,4.4000000000000004,4.8,5,5.3
fundamental anos finais,RS,4315107,Porto Xavier,Estadual,4.5999999999999996,4.7,5,5.4,5.7,6,6.2
fundamental anos finais,RS,4315107,Porto Xavier,Pública,4.5999999999999996,4.8,5,5.4,5.8,6,6.2
fundamental anos finais,RS,4315131,Pouso Novo,Estadual,-,-,-,-,-,-,4.0999999999999996
fundamental anos finais,RS,4315131,Pouso Novo,Pública,-,-,-,-,-,-,4.3
fundamental anos finais,RS,4315149,Presidente Lucena,Estadual,-,4.4000000000000004,4.5999999999999996,4.9000000000000004,5.3,5.5,5.7
fundamental anos finais,RS,4315149,Presidente Lucena,Pública,-,4.5,4.7,5.0999999999999996,5.4,5.6,5.9
fundamental anos finais,RS,4315156,Progresso,Estadual,3.9,4.0999999999999996,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4315156,Progresso,Municipal,-,-,4.4000000000000004,4.7,5,5.2,5.5
fundamental anos finais,RS,4315156,Progresso,Pública,4,4.2,4.4000000000000004,4.8,5.2,5.4,5.7
fundamental anos finais,RS,4315172,Protásio Alves,Estadual,-,4.7,4.9000000000000004,5.3,5.6,5.8,6
fundamental anos finais,RS,4315172,Protásio Alves,Pública,-,4.7,4.9000000000000004,5.3,5.6,5.8,6
fundamental anos finais,RS,4315206,Putinga,Estadual,3.8,4,4.3,4.7,5,5.3,5.5
fundamental anos finais,RS,4315206,Putinga,Pública,3.8,4,4.3,4.7,5,5.3,5.5
fundamental anos finais,RS,4315305,Quaraí,Estadual,3.3,3.5,3.8,4.2,4.5,4.8,5.0999999999999996
fundamental anos finais,RS,4315305,Quaraí,Municipal,-,3.3,3.5,3.8,4.2,4.4000000000000004,4.7
fundamental anos finais,RS,4315305,Quaraí,Pública,3.3,3.4,3.7,4.0999999999999996,4.5,4.8,5
fundamental anos finais,RS,4315313,Quatro Irmãos,Estadual,-,-,-,-,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4315313,Quatro Irmãos,Pública,-,-,-,-,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4315321,Quevedos,Estadual,4,4.0999999999999996,4.4000000000000004,4.8,5.2,5.4,5.7
fundamental anos finais,RS,4315321,Quevedos,Pública,3.9,4.0999999999999996,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4315354,Quinze de Novembro,Estadual,3.9,4,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4315354,Quinze de Novembro,Municipal,-,-,-,-,-,-,5.8
fundamental anos finais,RS,4315354,Quinze de Novembro,Pública,3.9,4.0999999999999996,4.4000000000000004,4.8,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4315404,Redentora,Estadual,3.5,3.7,4,4.4000000000000004,4.8,5,5.3
fundamental anos finais,RS,4315404,Redentora,Municipal,-,2.9,3.1,3.5,3.8,4.0999999999999996,4.3
fundamental anos finais,RS,4315404,Redentora,Pública,3.6,3.7,4,4.4000000000000004,4.8,5,5.3
fundamental anos finais,RS,4315453,Relvado,Estadual,4.3,4.5,4.7,5.0999999999999996,5.5,5.7,5.9
fundamental anos finais,RS,4315453,Relvado,Pública,4.3,4.5,4.7,5.0999999999999996,5.5,5.7,5.9
fundamental anos finais,RS,4315503,Restinga Sêca,Estadual,3.9,4.0999999999999996,4.3,4.7,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4315503,Restinga Sêca,Municipal,3,3.2,3.4,3.8,4.2,4.5,4.8
fundamental anos finais,RS,4315503,Restinga Sêca,Pública,3.4,3.6,3.9,4.3,4.5999999999999996,4.9000000000000004,5.2
fundamental anos finais,RS,4315552,Rio dos Índios,Estadual,-,-,-,4.9000000000000004,5.2,5.4,5.7
fundamental anos finais,RS,4315552,Rio dos Índios,Pública,-,-,-,4.5,4.8,5,5.3
fundamental anos finais,RS,4315602,Rio Grande,Estadual,2.9,3.1,3.4,3.9,4.3,4.5999999999999996,4.8
fundamental anos finais,RS,4315602,Rio Grande,Municipal,3.2,3.4,3.6,4,4.4000000000000004,4.7,4.9000000000000004
fundamental anos finais,RS,4315602,Rio Grande,Pública,3.1,3.2,3.5,3.9,4.3,4.5,4.8
fundamental anos finais,RS,4315701,Rio Pardo,Estadual,3.4,3.6,3.9,4.3,4.7,4.9000000000000004,5.2
fundamental anos finais,RS,4315701,Rio Pardo,Municipal,-,-,-,-,-,-,-
fundamental anos finais,RS,4315701,Rio Pardo,Pública,3.5,3.6,3.9,4.3,4.7,5,5.2
fundamental anos finais,RS,4315750,Riozinho,Estadual,-,4.5999999999999996,4.8,5.0999999999999996,5.4,5.7,5.9
fundamental anos finais,RS,4315750,Riozinho,Municipal,3.6,3.8,4.0999999999999996,4.5,4.8,5.0999999999999996,5.4
fundamental anos finais,RS,4315750,Riozinho,Pública,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4315800,Roca Sales,Estadual,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4315800,Roca Sales,Municipal,-,-,-,-,-,-,5.0999999999999996
fundamental anos finais,RS,4315800,Roca Sales,Pública,3.8,3.9,4.2,4.5999999999999996,5,5.2,5.5
fundamental anos finais,RS,4315909,Rodeio Bonito,Estadual,4.0999999999999996,4.2,4.5,4.9000000000000004,5.2,5.5,5.7
fundamental anos finais,RS,4315909,Rodeio Bonito,Pública,4.0999999999999996,4.2,4.5,4.9000000000000004,5.3,5.5,5.8
fundamental anos finais,RS,4315958,Rolador,Estadual,-,4.3,4.5,4.8,5.2,5.4,5.7
fundamental anos finais,RS,4315958,Rolador,Pública,-,4.3,4.5,4.8,5.2,5.4,5.7
fundamental anos finais,RS,4316006,Rolante,Estadual,3.6,3.7,4,4.4000000000000004,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4316006,Rolante,Municipal,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4316006,Rolante,Pública,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4316105,Ronda Alta,Estadual,4,4.2,4.5,4.9000000000000004,5.2,5.5,5.7
fundamental anos finais,RS,4316105,Ronda Alta,Pública,4.0999999999999996,4.2,4.5,4.9000000000000004,5.3,5.5,5.8
fundamental anos finais,RS,4316204,Rondinha,Estadual,5.2,5.4,5.6,6,6.3,6.5,6.7
fundamental anos finais,RS,4316204,Rondinha,Municipal,4.4000000000000004,4.5,4.8,5.2,5.5,5.8,6
fundamental anos finais,RS,4316204,Rondinha,Pública,4.9000000000000004,5,5.3,5.6,6,6.2,6.4
fundamental anos finais,RS,4316303,Roque Gonzales,Estadual,4.5999999999999996,4.7,5,5.4,5.7,6,6.2
fundamental anos finais,RS,4316303,Roque Gonzales,Pública,4.5,4.5999999999999996,4.9000000000000004,5.3,5.6,5.8,6.1
fundamental anos finais,RS,4316402,Rosário do Sul,Estadual,3.1,3.3,3.5,3.9,4.3,4.5999999999999996,4.9000000000000004
fundamental anos finais,RS,4316402,Rosário do Sul,Municipal,3.4,3.5,3.8,4.2,4.5999999999999996,4.9000000000000004,5.0999999999999996
fundamental anos finais,RS,4316402,Rosário do Sul,Pública,3.2,3.3,3.6,4,4.4000000000000004,4.7,4.9000000000000004
fundamental anos finais,RS,4316428,Sagrada Família,Estadual,3.4,3.6,3.8,4.2,4.5999999999999996,4.9000000000000004,5.0999999999999996
fundamental anos finais,RS,4316428,Sagrada Família,Pública,3.4,3.6,3.8,4.2,4.5999999999999996,4.9000000000000004,5.0999999999999996
fundamental anos finais,RS,4316436,Saldanha Marinho,Estadual,-,4.3,4.5999999999999996,4.9000000000000004,5.2,5.5,5.7
fundamental anos finais,RS,4316436,Saldanha Marinho,Municipal,-,-,-,-,-,-,-
fundamental anos finais,RS,4316436,Saldanha Marinho,Pública,-,4.3,4.5,4.8,5.2,5.4,5.7
fundamental anos finais,RS,4316451,Salto do Jacuí,Estadual,3.9,4,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4316451,Salto do Jacuí,Municipal,-,3.7,3.9,4.2,4.5,4.8,5.0999999999999996
fundamental anos finais,RS,4316451,Salto do Jacuí,Pública,3.9,4.0999999999999996,4.4000000000000004,4.8,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4316477,Salvador das Missões,Estadual,-,5.0999999999999996,5.3,5.6,5.9,6.1,6.3
fundamental anos finais,RS,4316477,Salvador das Missões,Pública,-,5.2,5.4,5.7,6,6.2,6.4
fundamental anos finais,RS,4316501,Salvador do Sul,Estadual,3.6,3.8,4.0999999999999996,4.5,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4316501,Salvador do Sul,Municipal,-,3.7,3.9,4.2,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4316501,Salvador do Sul,Pública,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4316600,Sananduva,Estadual,3.9,4.0999999999999996,4.4000000000000004,4.8,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4316600,Sananduva,Municipal,3.7,3.9,4.0999999999999996,4.5,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4316600,Sananduva,Pública,3.8,4,4.3,4.7,5,5.3,5.5
fundamental anos finais,RS,4316709,Santa Bárbara do Sul,Estadual,3.9,4,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4316709,Santa Bárbara do Sul,Municipal,3.4,3.5,3.8,4.2,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4316709,Santa Bárbara do Sul,Pública,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4316733,Santa Cecília do Sul,Municipal,-,4.9000000000000004,5.0999999999999996,5.4,5.8,6,6.2
fundamental anos finais,RS,4316733,Santa Cecília do Sul,Pública,-,4.9000000000000004,5.0999999999999996,5.4,5.7,6,6.2
fundamental anos finais,RS,4316758,Santa Clara do Sul,Estadual,4.3,4.5,4.8,5.0999999999999996,5.5,5.7,6
fundamental anos finais,RS,4316758,Santa Clara do Sul,Pública,4.2,4.4000000000000004,4.7,5.0999999999999996,5.4,5.7,5.9
fundamental anos finais,RS,4316808,Santa Cruz do Sul,Estadual,3.8,4,4.3,4.7,5,5.3,5.5
fundamental anos finais,RS,4316808,Santa Cruz do Sul,Municipal,3.6,3.7,4,4.4000000000000004,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4316808,Santa Cruz do Sul,Pública,3.8,4,4.3,4.7,5,5.3,5.5
fundamental anos finais,RS,4316907,Santa Maria,Federal,-,6.6,6.7,6.9,7.2,7.3,7.5
fundamental anos finais,RS,4316907,Santa Maria,Estadual,3.5,3.7,4,4.4000000000000004,4.7,5,5.2
fundamental anos finais,RS,4316907,Santa Maria,Municipal,3.8,4,4.3,4.7,5,5.3,5.5
fundamental anos finais,RS,4316907,Santa Maria,Pública,3.7,3.9,4.0999999999999996,4.5,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4316956,Santa Maria do Herval,Estadual,4,4.0999999999999996,4.4000000000000004,4.8,5.2,5.4,5.6
fundamental anos finais,RS,4316956,Santa Maria do Herval,Municipal,-,5.0999999999999996,5.3,5.6,5.9,6.1,6.4
fundamental anos finais,RS,4316956,Santa Maria do Herval,Pública,4,4.2,4.5,4.9000000000000004,5.2,5.5,5.7
fundamental anos finais,RS,4316972,Santa Margarida do Sul,Municipal,-,3,3.2,3.5,3.8,4.0999999999999996,4.4000000000000004
fundamental anos finais,RS,4316972,Santa Margarida do Sul,Pública,-,2.9,3.1,3.5,3.8,4.0999999999999996,4.3
fundamental anos finais,RS,4317004,Santana da Boa Vista,Estadual,3.4,3.5,3.8,4.2,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4317004,Santana da Boa Vista,Municipal,2.5,2.6,2.9,3.3,3.6,3.9,4.2
fundamental anos finais,RS,4317004,Santana da Boa Vista,Pública,3,3.1,3.4,3.8,4.2,4.4000000000000004,4.7
fundamental anos finais,RS,4317103,Sant'Ana do Livramento,Estadual,3,3.1,3.4,3.8,4.2,4.5,4.7
fundamental anos finais,RS,4317103,Sant'Ana do Livramento,Municipal,-,3.4,3.6,3.9,4.3,4.5,4.8
fundamental anos finais,RS,4317103,Sant'Ana do Livramento,Pública,3,3.2,3.5,3.9,4.2,4.5,4.8
fundamental anos finais,RS,4317202,Santa Rosa,Estadual,4.4000000000000004,4.5,4.8,5.2,5.5,5.8,6
fundamental anos finais,RS,4317202,Santa Rosa,Municipal,4.3,4.4000000000000004,4.7,5.0999999999999996,5.5,5.7,5.9
fundamental anos finais,RS,4317202,Santa Rosa,Pública,4.3,4.5,4.8,5.0999999999999996,5.5,5.7,6
fundamental anos finais,RS,4317251,Santa Tereza,Estadual,-,-,-,4.9000000000000004,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4317251,Santa Tereza,Pública,-,-,-,4.9000000000000004,5.2,5.4,5.6
fundamental anos finais,RS,4317301,Santa Vitória do Palmar,Estadual,2.8,3,3.3,3.7,4.0999999999999996,4.4000000000000004,4.5999999999999996
fundamental anos finais,RS,4317301,Santa Vitória do Palmar,Municipal,2.9,3.1,3.4,3.8,4.0999999999999996,4.4000000000000004,4.7
fundamental anos finais,RS,4317301,Santa Vitória do Palmar,Pública,2.9,3,3.3,3.7,4.0999999999999996,4.4000000000000004,4.5999999999999996
fundamental anos finais,RS,4317400,Santiago,Estadual,3.5,3.6,3.9,4.3,4.7,5,5.2
fundamental anos finais,RS,4317400,Santiago,Municipal,2.9,3,3.3,3.7,4.0999999999999996,4.3,4.5999999999999996
fundamental anos finais,RS,4317400,Santiago,Pública,3.4,3.6,3.9,4.3,4.7,4.9000000000000004,5.2
fundamental anos finais,RS,4317509,Santo Ângelo,Estadual,3.9,4,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4317509,Santo Ângelo,Municipal,3.6,3.7,4,4.4000000000000004,4.8,5,5.3
fundamental anos finais,RS,4317509,Santo Ângelo,Pública,3.8,4,4.3,4.7,5,5.3,5.5
fundamental anos finais,RS,4317558,Santo Antônio do Palma,Estadual,4.7,4.9000000000000004,5.0999999999999996,5.5,5.9,6.1,6.3
fundamental anos finais,RS,4317558,Santo Antônio do Palma,Pública,4.7,4.9000000000000004,5.0999999999999996,5.5,5.9,6.1,6.3
fundamental anos finais,RS,4317608,Santo Antônio da Patrulha,Estadual,3.9,4.0999999999999996,4.4000000000000004,4.8,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4317608,Santo Antônio da Patrulha,Municipal,3.6,3.7,4,4.4000000000000004,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4317608,Santo Antônio da Patrulha,Pública,3.9,4,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4317707,Santo Antônio das Missões,Estadual,3.3,3.5,3.8,4.2,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4317707,Santo Antônio das Missões,Municipal,3.6,3.7,4,4.4000000000000004,4.8,5,5.3
fundamental anos finais,RS,4317707,Santo Antônio das Missões,Pública,3.5,3.7,3.9,4.4000000000000004,4.7,5,5.2
fundamental anos finais,RS,4317756,Santo Antônio do Planalto,Estadual,-,3.9,4.0999999999999996,4.5,4.8,5,5.3
fundamental anos finais,RS,4317756,Santo Antônio do Planalto,Pública,-,3.9,4.0999999999999996,4.5,4.8,5,5.3
fundamental anos finais,RS,4317806,Santo Augusto,Estadual,4.4000000000000004,4.5,4.8,5.2,5.5,5.8,6
fundamental anos finais,RS,4317806,Santo Augusto,Municipal,4.0999999999999996,4.2,4.5,4.9000000000000004,5.3,5.5,5.7
fundamental anos finais,RS,4317806,Santo Augusto,Pública,4.2,4.4000000000000004,4.5999999999999996,5,5.4,5.6,5.9
fundamental anos finais,RS,4317905,Santo Cristo,Estadual,4.5,4.5999999999999996,4.9000000000000004,5.3,5.6,5.8,6.1
fundamental anos finais,RS,4317905,Santo Cristo,Municipal,4.5999999999999996,4.7,5,5.4,5.7,5.9,6.2
fundamental anos finais,RS,4317905,Santo Cristo,Pública,4.5999999999999996,4.7,5,5.4,5.7,5.9,6.2
fundamental anos finais,RS,4317954,Santo Expedito do Sul,Estadual,-,4.2,4.4000000000000004,4.7,5.0999999999999996,5.3,5.5
fundamental anos finais,RS,4317954,Santo Expedito do Sul,Pública,-,4.0999999999999996,4.3,4.5999999999999996,5,5.2,5.5
fundamental anos finais,RS,4318002,São Borja,Estadual,3.1,3.3,3.6,4,4.3,4.5999999999999996,4.9000000000000004
fundamental anos finais,RS,4318002,São Borja,Municipal,3.7,3.9,4.0999999999999996,4.5,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4318002,São Borja,Pública,3.3,3.4,3.7,4.0999999999999996,4.5,4.7,5
fundamental anos finais,RS,4318051,São Domingos do Sul,Estadual,5.4,5.5,5.8,6.1,6.4,6.6,6.8
fundamental anos finais,RS,4318051,São Domingos do Sul,Pública,5.4,5.5,5.8,6.1,6.4,6.6,6.8
fundamental anos finais,RS,4318101,São Francisco de Assis,Estadual,3.9,4,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4318101,São Francisco de Assis,Municipal,2.9,3.1,3.4,3.8,4.0999999999999996,4.4000000000000004,4.7
fundamental anos finais,RS,4318101,São Francisco de Assis,Pública,3.5,3.6,3.9,4.3,4.7,4.9000000000000004,5.2
fundamental anos finais,RS,4318200,São Francisco de Paula,Estadual,4.0999999999999996,4.3,4.5,4.9000000000000004,5.3,5.6,5.8
fundamental anos finais,RS,4318200,São Francisco de Paula,Municipal,-,3.7,4,4.3,4.5999999999999996,4.9000000000000004,5.0999999999999996
fundamental anos finais,RS,4318200,São Francisco de Paula,Pública,4.0999999999999996,4.2,4.5,4.9000000000000004,5.3,5.5,5.8
fundamental anos finais,RS,4318309,São Gabriel,Estadual,3,3.2,3.5,3.9,4.2,4.5,4.8
fundamental anos finais,RS,4318309,São Gabriel,Municipal,2.9,3,3.3,3.7,4.0999999999999996,4.3,4.5999999999999996
fundamental anos finais,RS,4318309,São Gabriel,Pública,3,3.1,3.4,3.8,4.2,4.5,4.7
fundamental anos finais,RS,4318408,São Jerônimo,Estadual,3.5,3.6,3.9,4.3,4.7,4.9000000000000004,5.2
fundamental anos finais,RS,4318408,São Jerônimo,Municipal,-,3.7,3.9,4.2,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4318408,São Jerônimo,Pública,3.6,3.7,4,4.4000000000000004,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4318424,São João da Urtiga,Estadual,2.8,2.9,3.2,3.6,3.9,4.2,4.5
fundamental anos finais,RS,4318424,São João da Urtiga,Municipal,-,3.6,3.8,4.2,4.5,4.8,5
fundamental anos finais,RS,4318424,São João da Urtiga,Pública,2.8,2.9,3.2,3.6,4,4.2,4.5
fundamental anos finais,RS,4318432,São João do Polêsine,Estadual,-,3.3,3.5,3.8,4.2,4.5,4.7
fundamental anos finais,RS,4318432,São João do Polêsine,Pública,-,3.3,3.5,3.8,4.2,4.5,4.7
fundamental anos finais,RS,4318440,São Jorge,Estadual,4.7,4.8,5.0999999999999996,5.5,5.8,6,6.3
fundamental anos finais,RS,4318440,São Jorge,Pública,4.8,4.9000000000000004,5.2,5.5,5.9,6.1,6.3
fundamental anos finais,RS,4318457,São José das Missões,Estadual,3.3,3.5,3.7,4.0999999999999996,4.5,4.8,5
fundamental anos finais,RS,4318457,São José das Missões,Pública,3.5,3.6,3.9,4.3,4.7,5,5.2
fundamental anos finais,RS,4318465,São José do Herval,Estadual,3.6,3.8,4.0999999999999996,4.5,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4318465,São José do Herval,Pública,3.6,3.8,4.0999999999999996,4.5,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4318481,São José do Hortêncio,Estadual,3.1,3.4,3.8,4.3,4.7,5,5.2
fundamental anos finais,RS,4318481,São José do Hortêncio,Municipal,-,4.4000000000000004,4.5999999999999996,5,5.3,5.5,5.8
fundamental anos finais,RS,4318481,São José do Hortêncio,Pública,3.7,3.9,4.0999999999999996,4.5,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4318499,São José do Inhacorá,Estadual,-,4.5999999999999996,4.8,5.0999999999999996,5.4,5.7,5.9
fundamental anos finais,RS,4318499,São José do Inhacorá,Pública,-,4.7,4.9000000000000004,5.2,5.5,5.7,6
fundamental anos finais,RS,4318507,São José do Norte,Estadual,3.2,3.3,3.6,4,4.4000000000000004,4.5999999999999996,4.9000000000000004
fundamental anos finais,RS,4318507,São José do Norte,Municipal,2.2000000000000002,2.5,2.8,3.3,3.8,4,4.3
fundamental anos finais,RS,4318507,São José do Norte,Pública,2.6,2.8,3.1,3.5,3.9,4.2,4.5
fundamental anos finais,RS,4318606,São José do Ouro,Estadual,4.5,4.5999999999999996,4.9000000000000004,5.3,5.6,5.8,6.1
fundamental anos finais,RS,4318606,São José do Ouro,Municipal,-,-,-,-,-,3.9,4.2
fundamental anos finais,RS,4318606,São José do Ouro,Pública,4.5,4.5999999999999996,4.9000000000000004,5.3,5.6,5.9,6.1
fundamental anos finais,RS,4318614,São José do Sul,Municipal,-,4.4000000000000004,4.5999999999999996,4.9000000000000004,5.3,5.5,5.7
fundamental anos finais,RS,4318614,São José do Sul,Pública,-,4.5999999999999996,4.8,5.2,5.5,5.7,5.9
