id_orgao,cd_orgao,nm_orgao,sigla_orgao,esfera,home_page,nome_municipio,cd_municipio_ibge,nome_entidade,sigla_estado,id_estado
2ae4313ee3987e1640c1db20045dff65,120633,GRUPAMENTO DE APOIO DE SAO PAULO,GRUPAMENTO DE APOIO DE SAO PAULO,FEDERAL,NA,Comando da Aeronáutica,52111,Comando da Aeronáutica,BR,99
b5be50b0881cd681e84b93a59ec9a0af,130026,DISTRITO DE METEOROLOGIA DE RECIFE,DISTRITO DE METEOROLOGIA DE RECIFE,FEDERAL,NA,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",BR,99
fb02250b5cd9ec8c4a02704e76643f98,130027,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AL","SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AL",FEDERAL,NA,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",BR,99
772571fd2025fbbaae5816cb1c2f8781,130057,DISTRITO DE METEOROLOGIA DE B.HORIZONTE,DISTRITO DE METEOROLOGIA DE B.HORIZONTE,FEDERAL,NA,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",BR,99
3817716a766dfe2be4be5053be2135dd,130069,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MA","SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MA",FEDERAL,NA,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",BR,99
4bb3c97cc078b0bb53193d978a01a713,130070,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PR","SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PR",FEDERAL,NA,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",BR,99
7515db7d1083ad17bb2e2122fe2492e0,130074,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RS","SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RS",FEDERAL,NA,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",BR,99
0c161ebb48668a0d0c928bfcc565306d,135005,EMBRAPA/CPAF-RORAIMA,EMBRAPA/CPAF-RORAIMA,FEDERAL,NA,Empresa Brasileira de Pesquisa Agropecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,BR,99
72bfafbc8825d9c6f4c333452db86392,135008,EMBRAPA/CPAF-AMAPA,EMBRAPA/CPAF-AMAPA,FEDERAL,NA,Empresa Brasileira de Pesquisa Agropecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,BR,99
5ccd9991062caed52157478f8fe5e67a,135011,EMBRAPA/CNPA,EMBRAPA/CNPA,FEDERAL,NA,Empresa Brasileira de Pesquisa Agropecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,BR,99
5e895b8ba25bfa0044c7da7395e51f3d,135013,EMBRAPA/CPATC,EMBRAPA/CPATC,FEDERAL,NA,Empresa Brasileira de Pesquisa Agropecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,BR,99
0d07a171653b527b019d98ace9c846c4,135017,EMBRAPA/CNPGC,EMBRAPA/CNPGC,FEDERAL,NA,Empresa Brasileira de Pesquisa Agropecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,BR,99
da2114b25de98b135e91a7a17289b26d,135021,EMBRAPA/CNPS,EMBRAPA/CNPS,FEDERAL,NA,Empresa Brasileira de Pesquisa Agropecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,BR,99
5a1cdc8cfeb326bb343d733a84dd4265,135027,EMBRAPA/CNPTIA,EMBRAPA/CNPTIA,FEDERAL,NA,Empresa Brasileira de Pesquisa Agropecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,BR,99
7fcb9076f01e44e3f863f8738f531787,135028,EMBRAPA/CNPF,EMBRAPA/CNPF,FEDERAL,NA,Empresa Brasileira de Pesquisa Agropecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,BR,99
0589282411d95820db05f6349dc2ee31,135036,EMBRAPA/CNPAF,EMBRAPA/CNPAF,FEDERAL,NA,Empresa Brasileira de Pesquisa Agropecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,BR,99
f84211386250a3ce79da1ba58b92fcf8,135048,EMBRAPA/CNPAT,EMBRAPA/CNPAT,FEDERAL,NA,Empresa Brasileira de Pesquisa Agropecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,BR,99
4e16d4bb8889fa561b6828a16ff69c7a,135066,EMBRAPA CLIMA TEMPERADO-ESTAC. EXP. CANOINHAS,EMBRAPA CLIMA TEMPERADO-ESTAC. EXP. CANOINHAS,FEDERAL,NA,Empresa Brasileira de Pesquisa Agropecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,BR,99
7100f99a710e7497d794f14e9ba68609,135192,CONAB SEDE SUREG MATO GROSSO DO SUL,CONAB SEDE SUREG MATO GROSSO DO SUL,FEDERAL,NA,Companhia Nacional de Abastecimento,22211,Companhia Nacional de Abastecimento,BR,99
cb70fe24b92eb638016f1b0435d6c39e,135315,CONAB SEDE SUREG RIO GRANDE DO SUL,CONAB SEDE SUREG RIO GRANDE DO SUL,FEDERAL,NA,Companhia Nacional de Abastecimento,22211,Companhia Nacional de Abastecimento,BR,99
01f32add87435b8c488186f3df98111f,135325,CONAB - SEDE SUREG SAO PAULO,CONAB - SEDE SUREG SAO PAULO,FEDERAL,NA,Companhia Nacional de Abastecimento,22211,Companhia Nacional de Abastecimento,BR,99
eca595383b3fd17ba29e38932a842eab,135345,CONAB SEDE/SUREG PI,CONAB SEDE/SUREG PI,FEDERAL,NA,Companhia Nacional de Abastecimento,22211,Companhia Nacional de Abastecimento,BR,99
24dfeef97027339deb81f132036f3152,150150,UTFPR - CAMPUS TOLEDO,UTFPR - CAMPUS TOLEDO,FEDERAL,NA,Universidade Tecnológica Federal do Paraná,26258,Universidade Tecnológica Federal do Paraná,BR,99
5167c753563808888438f44fabb73272,151878,INST.FED.SUL-RIO-GRANDENSE/CAMPUS CAMAQUA,INST.FED.SUL-RIO-GRANDENSE/CAMPUS CAMAQUA,FEDERAL,NA,Instituto Federal Sul-rio-grandense,26436,Instituto Federal Sul-rio-grandense,BR,99
7869c0c610955a4e5a202cb45b24b94c,151895,INST.FED.SUL-RIO-GRANDENSE/VISCONDE DA GRACA,INST.FED.SUL-RIO-GRANDENSE/VISCONDE DA GRACA,FEDERAL,NA,Instituto Federal Sul-rio-grandense,26436,Instituto Federal Sul-rio-grandense,BR,99
b889d433589f0f31aec2b2af301f19af,152005,INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ,INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ,FEDERAL,NA,Ministério da Educação - Unidades com vínculo,26000,Ministério da Educação - Unidades com vínculo,BR,99
78b88eb8e8fb9ac48008f9e189b7d6fb,152134,UTFPR - CAMPUS GUARAPUAVA,UTFPR - CAMPUS GUARAPUAVA,FEDERAL,NA,Universidade Tecnológica Federal do Paraná,26258,Universidade Tecnológica Federal do Paraná,BR,99
3d8856a4b911b92929a754fe290ae673,152254,IF CATARINENSE - CAMPUS BLUMENAU,IF CATARINENSE - CAMPUS BLUMENAU,FEDERAL,NA,Instituto Federal Catarinense,26422,Instituto Federal Catarinense,BR,99
b6d6293f78e26242d6474394fbd3b353,152290,IF CATARINENSE - CAMPUS S. FRANCISCO DO SUL,IF CATARINENSE - CAMPUS S. FRANCISCO DO SUL,FEDERAL,NA,Instituto Federal Catarinense,26422,Instituto Federal Catarinense,BR,99
2e5b38844b95c6b46a2b621fe09ef93d,152426,INST. FED. DE SERGIPE/CAMPUS ESTANCIA,INST. FED. DE SERGIPE/CAMPUS ESTANCIA,FEDERAL,NA,Instituto Federal de Sergipe,26423,Instituto Federal de Sergipe,BR,99
24baa5ac0cf9ba3d21174954a588f1e1,152430,INST. FED. DE SERGIPE/CAMPUS ITABAIANA,INST. FED. DE SERGIPE/CAMPUS ITABAIANA,FEDERAL,NA,Instituto Federal de Sergipe,26423,Instituto Federal de Sergipe,BR,99
cb1784ae493047d65ee319e7265e04fb,152757,INSTITUTO FEDERAL DO RN - CAMPUS NOVA CRUZ,INSTITUTO FEDERAL DO RN - CAMPUS NOVA CRUZ,FEDERAL,NA,Instituto Federal do Rio Grande do Norte,26435,Instituto Federal do Rio Grande do Norte,BR,99
e6a81cb20d22f6a3ffbde0ace2847cc1,152802,INST.FED.DE ALAGOAS/CAMPUS PIRANHAS,INST.FED.DE ALAGOAS/CAMPUS PIRANHAS,FEDERAL,NA,Instituto Federal de Alagoas,26402,Instituto Federal de Alagoas,BR,99
eb824590a79bb9849852544add9639e3,153031,UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO,UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO,FEDERAL,NA,Universidade Federal de São Paulo,26262,Universidade Federal de São Paulo,BR,99
19f48ab8c8b0f86e192a97c82f790791,153045,UNIVERSIDADE FEDERAL DO CEARA,UNIVERSIDADE FEDERAL DO CEARA,FEDERAL,NA,Universidade Federal do Ceará,26233,Universidade Federal do Ceará,BR,99
736cec40d120a8f647e86ac70abeca64,153124,INSTITUTO DE GEOCIENCIAS DA UFRJ,INSTITUTO DE GEOCIENCIAS DA UFRJ,FEDERAL,NA,Universidade Federal do Rio de Janeiro,26245,Universidade Federal do Rio de Janeiro,BR,99
3d2542bcdcf7f9acf80d2d134f611aad,153126,OBSERVATORIO DO VALONGO DA UFRJ,OBSERVATORIO DO VALONGO DA UFRJ,FEDERAL,NA,Universidade Federal do Rio de Janeiro,26245,Universidade Federal do Rio de Janeiro,BR,99
031edf18c40b629a7ff1ea05483fa952,153133,FACULDADE DE ADMINIST E CIENCIAS CONTABEIS,FACULDADE DE ADMINIST E CIENCIAS CONTABEIS,FEDERAL,NA,Universidade Federal do Rio de Janeiro,26245,Universidade Federal do Rio de Janeiro,BR,99
7cf8baaf6013591ea9466aba1a7be16d,153160,COORD DOS PROG DE POS-GRAD EM ENGEN DA UFRJ,COORD DOS PROG DE POS-GRAD EM ENGEN DA UFRJ,FEDERAL,NA,Universidade Federal do Rio de Janeiro,26245,Universidade Federal do Rio de Janeiro,BR,99
f69f6c0b94357e5a394498823c145c49,153167,COLEGIO PEDRO II,COLEGIO PEDRO II,FEDERAL,NA,Colégio Pedro II,26201,Colégio Pedro II,BR,99
74496ac40cc786749a41bdfa797068fd,153173,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FEDERAL,NA,Fundo Nacional de Desenvolvimento da Educação,26298,Fundo Nacional de Desenvolvimento da Educação,BR,99
4484215cac142bbef51115bbfa212fce,153273,PRO-REITORIA DE PESQUISA/UFMG,PRO-REITORIA DE PESQUISA/UFMG,FEDERAL,NA,Universidade Federal de Minas Gerais,26238,Universidade Federal de Minas Gerais,BR,99
aff84115b5e253a58d2ee7d0132c7729,153279,ESCOLA DE ENFERMAGEM/UFMG,ESCOLA DE ENFERMAGEM/UFMG,FEDERAL,NA,Universidade Federal de Minas Gerais,26238,Universidade Federal de Minas Gerais,BR,99
27d6baf0d9ac986fcf9ac07fd198a77e,153343,ESCOLA DE BELAS ARTES,ESCOLA DE BELAS ARTES,FEDERAL,NA,Universidade Federal do Rio de Janeiro,26245,Universidade Federal do Rio de Janeiro,BR,99
f1b681bc522c6b952fa9122903fb9ac6,153491,ESCOLA DE MUSICA - UFRJ,ESCOLA DE MUSICA - UFRJ,FEDERAL,NA,Universidade Federal do Rio de Janeiro,26245,Universidade Federal do Rio de Janeiro,BR,99
7da3c13ffb822fa1379837717f9f4052,154040,FUNDACAO UNIVERSIDADE DE BRASILIA - FUB,FUNDACAO UNIVERSIDADE DE BRASILIA - FUB,FEDERAL,NA,Fundação Universidade de Brasília,26271,Fundação Universidade de Brasília,BR,99
12cd35433e62d01cc42c2eb151119c24,154042,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,FEDERAL,NA,Universidade Federal do Rio Grande,26273,Universidade Federal do Rio Grande,BR,99
dcc55537ede00c1c905cce479341e4d1,154080,UNIVERSIDADE FEDERAL DE RORAIMA,UNIVERSIDADE FEDERAL DE RORAIMA,FEDERAL,NA,Universidade Federal de Roraima,26250,Universidade Federal de Roraima,BR,99
53df741cc377bd66d57f11086d1fd962,154579,INSTITUTO FEDERAL BAIANO - CAMPUS VALENCA,INSTITUTO FEDERAL BAIANO - CAMPUS VALENCA,FEDERAL,NA,Instituto Federal Baiano,26404,Instituto Federal Baiano,BR,99
e14c7351f11a5810baf0fcec9ee22808,154580,INSTITUTO FEDERAL BAIANO - CAMPUS ITAPETINGA,INSTITUTO FEDERAL BAIANO - CAMPUS ITAPETINGA,FEDERAL,NA,Instituto Federal Baiano,26404,Instituto Federal Baiano,BR,99
0892ba2fad0b2a3fe2c9dabd1943625f,154673,INST. FED. DO PARANA/CAMPUS CASCAVEL,INST. FED. DO PARANA/CAMPUS CASCAVEL,FEDERAL,NA,Instituto Federal do Paraná,26432,Instituto Federal do Paraná,BR,99
ef6395a3f21d47e0e70588b69422a9ff,154699,INST. FED. DO PARANA/CAMPUS LONDRINA,INST. FED. DO PARANA/CAMPUS LONDRINA,FEDERAL,NA,Instituto Federal do Paraná,26432,Instituto Federal do Paraná,BR,99
8d952f7675a9f0074632076a02396d89,154762,INST FED SUDESTE MG CAMPUS S. J. DEL REI,INST FED SUDESTE MG CAMPUS S. J. DEL REI,FEDERAL,NA,Instituto Federal do Sudeste de Minas Gerais,26411,Instituto Federal do Sudeste de Minas Gerais,BR,99
406dc687bfedc28065fd093ecec22771,154763,INST FED SUDESTE MG CAMPUS SANTOS DUMONT,INST FED SUDESTE MG CAMPUS SANTOS DUMONT,FEDERAL,NA,Instituto Federal do Sudeste de Minas Gerais,26411,Instituto Federal do Sudeste de Minas Gerais,BR,99
21efe17fb2898667259a738eba2c55ab,154810,IFSULDEMINAS - CAMPUS PASSOS,IFSULDEMINAS - CAMPUS PASSOS,FEDERAL,NA,Instituto Federal do Sul de Minas Gerais,26412,Instituto Federal do Sul de Minas Gerais,BR,99
2904e717e604c2327227e8c6d5159f6f,154811,IFSULDEMINAS - CAMPUS POUSO ALEGRE,IFSULDEMINAS - CAMPUS POUSO ALEGRE,FEDERAL,NA,Instituto Federal do Sul de Minas Gerais,26412,Instituto Federal do Sul de Minas Gerais,BR,99
cf3c0be24f8d72c4cab020e345936b15,154857,INST.FED.DO MARANHAO/CAMPUS ITAPECURU MIRIM,INST.FED.DO MARANHAO/CAMPUS ITAPECURU MIRIM,FEDERAL,NA,Instituto Federal do Maranhão,26408,Instituto Federal do Maranhão,BR,99
a82b2cb4f80bf4f23c809d1ede7205d9,155009,HOSPITAL UNIVERSITARIO DE BRASILIA,HOSPITAL UNIVERSITARIO DE BRASILIA,FEDERAL,NA,Empresa Brasileira de Serviços Hospitalares,26443,Empresa Brasileira de Serviços Hospitalares,BR,99
102311de4897065a1ba41ae6b24531dc,155017,HOSPITAL UNIVERSITARIO DA UFS,HOSPITAL UNIVERSITARIO DA UFS,FEDERAL,NA,Empresa Brasileira de Serviços Hospitalares,26443,Empresa Brasileira de Serviços Hospitalares,BR,99
b72fdc5a08c2b426fcd3409e3ffb80fd,155018,HOSPITAL UNIVERSITARIO GETULIO VARGAS,HOSPITAL UNIVERSITARIO GETULIO VARGAS,FEDERAL,NA,Empresa Brasileira de Serviços Hospitalares,26443,Empresa Brasileira de Serviços Hospitalares,BR,99
6d766ddca24785c0bccc45b22d39bbdd,155081,INST.FED.FARROUPILHA/CAMPUS SANTO ANGELO,INST.FED.FARROUPILHA/CAMPUS SANTO ANGELO,FEDERAL,NA,Instituto Federal Farroupilha,26420,Instituto Federal Farroupilha,BR,99
eccc47598d56a316bcc8d38f48be53f2,155124,HOSP UNIVERSITARIO MARIA APARECIDA PEDROSSIAN,HOSP UNIVERSITARIO MARIA APARECIDA PEDROSSIAN,FEDERAL,NA,Empresa Brasileira de Serviços Hospitalares,26443,Empresa Brasileira de Serviços Hospitalares,BR,99
3875c785c3a92e3c03ec1a5aa1ca683f,155152,CAMPUS TRINDADE - IF GOIANO,CAMPUS TRINDADE - IF GOIANO,FEDERAL,NA,Instituto Federal Goiano,26407,Instituto Federal Goiano,BR,99
b163b41adc3e09c8b771288eda40733c,155217,IFPE - CAMPUS PAULISTA,IFPE - CAMPUS PAULISTA,FEDERAL,NA,Instituto Federal de Pernambuco,26418,Instituto Federal de Pernambuco,BR,99
2108a6f0e4eb5a8f5e12fba60d6149d5,155591,INST FED SUDESTE DE MG/CAMPUS MANHUACU,INST FED SUDESTE DE MG/CAMPUS MANHUACU,FEDERAL,NA,Instituto Federal do Sudeste de Minas Gerais,26411,Instituto Federal do Sudeste de Minas Gerais,BR,99
affe6550ad4f045e88e190796884263b,155627,COLEGIO PEDRO II - CAMPUS REALENGO II,COLEGIO PEDRO II - CAMPUS REALENGO II,FEDERAL,NA,Colégio Pedro II,26201,Colégio Pedro II,BR,99
f64b1a51b99ab7c069d4affd38a02e0b,155645,IFMG/CAMPUS RIBEIRAO DAS NEVES,IFMG/CAMPUS RIBEIRAO DAS NEVES,FEDERAL,NA,Instituto Federal de Minas Gerais,26409,Instituto Federal de Minas Gerais,BR,99
f7720c69d6814eb810e19f46fb694ffe,155849,INST.FED.DO MS/CAMPUS NAVIRAI,INST.FED.DO MS/CAMPUS NAVIRAI,FEDERAL,NA,Instituto Federal do Mato Grosso do Sul,26415,Instituto Federal do Mato Grosso do Sul,BR,99
df14f9968df2992d8dae122d31dfb165,155854,INST. FED. NORTE DE MG / CAMPUS TEOFILO OTONI,INST. FED. NORTE DE MG / CAMPUS TEOFILO OTONI,FEDERAL,NA,Instituto Federal do Norte de Minas Gerais,26410,Instituto Federal do Norte de Minas Gerais,BR,99
74fc22460f3b8250385c4d1e300f6df3,155884,INST.FED.BAIANO / CAMPUS ITABERABA,INST.FED.BAIANO / CAMPUS ITABERABA,FEDERAL,NA,Instituto Federal Baiano,26404,Instituto Federal Baiano,BR,99
145566ee24bafc88fccd21c98494e180,155895,IFPB - CAMPUS CATOLE DO ROCHA,IFPB - CAMPUS CATOLE DO ROCHA,FEDERAL,NA,Instituto Federal da Paraíba,26417,Instituto Federal da Paraíba,BR,99
c0262beaa0e67e063edce6837b750f13,155906,MATERNIDADE CLIMERIO DE OLIVEIRA,MATERNIDADE CLIMERIO DE OLIVEIRA,FEDERAL,NA,Empresa Brasileira de Serviços Hospitalares,26443,Empresa Brasileira de Serviços Hospitalares,BR,99
3a78bcc7103003a346466fd35991109d,155915,HOSPITAL UNIVERSTIARIO ANTONIO PEDRO,HOSPITAL UNIVERSTIARIO ANTONIO PEDRO,FEDERAL,NA,Empresa Brasileira de Serviços Hospitalares,26443,Empresa Brasileira de Serviços Hospitalares,BR,99
4c89e37b94faabdf5c373bac007407a0,156154,INST.FED. DO PARANA/CAMPUS PINHAIS,INST.FED. DO PARANA/CAMPUS PINHAIS,FEDERAL,NA,Instituto Federal do Paraná,26432,Instituto Federal do Paraná,BR,99
0f123af5e922c6d2a9b3b52b736c261c,156542,INST. FED. DO PARANA/CAMPUS CAPANEMA,INST. FED. DO PARANA/CAMPUS CAPANEMA,FEDERAL,NA,Instituto Federal do Paraná,26432,Instituto Federal do Paraná,BR,99
68450a4bd2c28ca06d13eca252d753ee,156677,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,FEDERAL,NA,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,26454,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,BR,99
3527e290e6b72687cc7db01b7fa16fc8,158092,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,FEDERAL,NA,Universidade Federal do Recôncavo da Bahia,26351,Universidade Federal do Recôncavo da Bahia,BR,99
376540061b584608cb7f42f00b82bb4e,158128,"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO","INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO",FEDERAL,NA,Instituto Federal do Maranhão,26408,Instituto Federal do Maranhão,BR,99
e2dc9b145850a3f0645552b0ff6f224c,158132,"INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL","INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL",FEDERAL,NA,Instituto Federal do Mato Grosso do Sul,26415,Instituto Federal do Mato Grosso do Sul,BR,99
426c2470defe07624cbe017a5f9ffd0e,158151,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO","INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO",FEDERAL,NA,Instituto Federal do Espírito Santo,26406,Instituto Federal do Espírito Santo,BR,99
d267074213e02ab2526c066f147fe196,158222,ESCOLA DE COMUNICACAO DA UFRJ,ESCOLA DE COMUNICACAO DA UFRJ,FEDERAL,NA,Universidade Federal do Rio de Janeiro,26245,Universidade Federal do Rio de Janeiro,BR,99
be8db4a858b4823a333d417529a3497b,158229,INSTIT.DE BIOQUIMICA MEDICA LEOPOLDO DE MEIS,INSTIT.DE BIOQUIMICA MEDICA LEOPOLDO DE MEIS,FEDERAL,NA,Universidade Federal do Rio de Janeiro,26245,Universidade Federal do Rio de Janeiro,BR,99
aee646d16a1cc1abb2a22472b2a9bfd2,158267,INST.FED.FARROUPILHA/CAMPUS DE ALEGRETE,INST.FED.FARROUPILHA/CAMPUS DE ALEGRETE,FEDERAL,NA,Instituto Federal Farroupilha,26420,Instituto Federal Farroupilha,BR,99
461ca7f96c42162a55d83f17708218f4,158278,INST.FED.S.PERNAMB./CAMPUS PETROLINA Z.RURAL,INST.FED.S.PERNAMB./CAMPUS PETROLINA Z.RURAL,FEDERAL,NA,Instituto Federal do Sertão de Pernambuco,26430,Instituto Federal do Sertão de Pernambuco,BR,99
4a79c67abcfd366b629a344258d73f86,158281,IFPB - CAMPUS CAMPINA GRANDE,IFPB - CAMPUS CAMPINA GRANDE,FEDERAL,NA,Instituto Federal da Paraíba,26417,Instituto Federal da Paraíba,BR,99
