id_orgao,cd_orgao,nm_orgao,sigla_orgao,esfera,home_page,nome_municipio,cd_municipio_ibge,nome_entidade,sigla_estado,id_estado
07baadb3bfb145aaf9f0a83d6cb0135f,158448,INST.FED.DO MS/CAMPUS AQUIDAUANA,INST.FED.DO MS/CAMPUS AQUIDAUANA,FEDERAL,NA,Instituto Federal do Mato Grosso do Sul,26415,Instituto Federal do Mato Grosso do Sul,BR,99
33272b66eb5fc305bade4923d9f9f5c4,158459,IF CATARINENSE - CAMPUS ARAQUARI,IF CATARINENSE - CAMPUS ARAQUARI,FEDERAL,NA,Instituto Federal Catarinense,26422,Instituto Federal Catarinense,BR,99
f0c0e889b131f99125079b27f9d30eb2,158467,INST.FED.SUL-RIO-GRANDENSE/CAMPUS PELOTAS,INST.FED.SUL-RIO-GRANDENSE/CAMPUS PELOTAS,FEDERAL,NA,Instituto Federal Sul-rio-grandense,26436,Instituto Federal Sul-rio-grandense,BR,99
e791d9233aada0284881a6850daed2fb,158471,IFPB - CAMPUS PRINCESA ISABEL,IFPB - CAMPUS PRINCESA ISABEL,FEDERAL,NA,Instituto Federal da Paraíba,26417,Instituto Federal da Paraíba,BR,99
ec60b5667c8563f1b9cd87313f1f27ab,158501,IFB - CAMPUS PLANALTINA,IFB - CAMPUS PLANALTINA,FEDERAL,NA,Instituto Federal de Brasília,26428,Instituto Federal de Brasília,BR,99
8c464c1d7a15dc1db2f38422102415dc,158510,INST.FED.RORAIMA - CAMPUS AMAJARI,INST.FED.RORAIMA - CAMPUS AMAJARI,FEDERAL,NA,Instituto Federal de Roraima,26437,Instituto Federal de Roraima,BR,99
174491b6e40d110d6798c40e5c1c20fb,158565,UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA,UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA,FEDERAL,NA,Universidade da Integração Internacional da L,26442,Universidade da Integração Internacional da L,BR,99
b1bd5437dfacbb40d5d901a2e58bde38,158585,INST. FED. DA BAHIA/CAMPI PAULO AFONSO,INST. FED. DA BAHIA/CAMPI PAULO AFONSO,FEDERAL,NA,Instituto Federal da Bahia,26427,Instituto Federal da Bahia,BR,99
593fcc5e1a587dff0174a1dede3cecaa,158667,IF GOIANO - CAMPUS IPORA,IF GOIANO - CAMPUS IPORA,FEDERAL,NA,Instituto Federal Goiano,26407,Instituto Federal Goiano,BR,99
e808fc1e21deff75349ef6d1bd5b5d77,158718,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,FEDERAL,NA,Universidade Federal do Sul e Sudeste do Pará,26448,Universidade Federal do Sul e Sudeste do Pará,BR,99
6afbe9dd987939b093525ac4de27a53a,158719,UNIVERSIDADE FEDERAL DO CARIRI,UNIVERSIDADE FEDERAL DO CARIRI,FEDERAL,NA,Universidade Federal do Cariri,26449,Universidade Federal do Cariri,BR,99
e11c77f5f46794a780f70cfde8eb88ca,160001,7º BATALHAO DE ENGENHARIA DE CONSTRUCAO,7º BATALHAO DE ENGENHARIA DE CONSTRUCAO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
14dc86ccf88e3a00faa897f5a30b2152,160033,19º BATALHAO DE CACADORES,19º BATALHAO DE CACADORES,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
728ce279daa463c3dbb63d120bb6862a,160045,BASE ADMINISTRATIVA DA GUARNICAO DE FORTALEZA,BASE ADMINISTRATIVA DA GUARNICAO DE FORTALEZA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
543de617be29b2639123ac01915915cf,160046,COLEGIO MILITAR DE FORTALEZA,COLEGIO MILITAR DE FORTALEZA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
95ba0118ef2e57735d3d78a1a5b7d5de,160051,PARQUE REGIONAL DE MANUTENCAO/10,PARQUE REGIONAL DE MANUTENCAO/10,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
dae3f4f37905687883b67e600f73f7a2,160055,16 BATALHAO LOGISTICO,16 BATALHAO LOGISTICO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
146f94608b2e22b65060b6c24533e20f,160057,3 ESQUADRAO DE CAVALARIA MECANIZADO,3 ESQUADRAO DE CAVALARIA MECANIZADO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
c43e8500c04eca507b762add51fad73e,160067,DEPARTAMENTO DE ENGENHARIA E CONSTRUCAO,DEPARTAMENTO DE ENGENHARIA E CONSTRUCAO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
8c1e57f9e1674a8583f6b1b78b1116f8,160091,CENTRO INTEGRADO DE TELEMATICA DO EXERCITO,CENTRO INTEGRADO DE TELEMATICA DO EXERCITO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
cc38c8fc28f31bb05d8905aea807b4d9,160113,4 BATALHAO DE ENGENHARIA DE COMBATE,4 BATALHAO DE ENGENHARIA DE COMBATE,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
9d257cd51bc59383c76a5837d33d25f7,160146,COMANDO DA 18 BRIGADA DE INF FRONTEIRA,COMANDO DA 18 BRIGADA DE INF FRONTEIRA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
a41a4660b56beb2d0da09c15ad1cd138,160148,BASE DE ADMINISTRACAO E APOIO DO CMP,BASE DE ADMINISTRACAO E APOIO DO CMP,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
2b4abf39b77d39ac9bb9fcd777868e97,160150,4ª COMPANHIA DE ENGENHARIA COMBATE MECANIZADA,4ª COMPANHIA DE ENGENHARIA COMBATE MECANIZADA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
3c3fafeb48ee5a1d86145b9a214b494f,160157,9 BATALHAO DE ENGENHARIA DE CONSTRUCAO,9 BATALHAO DE ENGENHARIA DE CONSTRUCAO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
43c32d6935a971e0d95ba9762ff39c5c,160160,51 BATALHAO DE INFANTARIA DE SELVA,51 BATALHAO DE INFANTARIA DE SELVA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
b397331718dcff077550faf99aafc2aa,160179,3º CENTRO DE GEOINFORMACAO,3º CENTRO DE GEOINFORMACAO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
d013b0fb8cf41063576a759163e72f88,160185,14 BATALHAO LOGISTICO,14 BATALHAO LOGISTICO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
add99a7b86e704b42dc029681bac32e6,160201,COMISSAO REGIONAL DE OBRAS/7,COMISSAO REGIONAL DE OBRAS/7,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
43b9c542537725e31279284f800f6e42,160217,5 GRUPO DE ARTILHARIA DE CAMPANHA/AP,5 GRUPO DE ARTILHARIA DE CAMPANHA/AP,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
c8d8c50705486272b6396d5e330ddfab,160218,COLEGIO MILITAR DE BELEM,COLEGIO MILITAR DE BELEM,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
3575c3250c6bbd3bb4ee20a8e4d68d4c,160219,COMANDO 5ª REGIAO MILITAR,COMANDO 5ª REGIAO MILITAR,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
e435c8b31a02ea7dd815b2c197c8eaf2,160220,COMISSAO REGIONAL DE OBRAS/5,COMISSAO REGIONAL DE OBRAS/5,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
96c47f577ee086a9f6b6a3a93c3d41c8,160245,POLICLINICA MILITAR DE NITEROI,POLICLINICA MILITAR DE NITEROI,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
4f4fe22eaaea4cd0a4715a7e0f88b7c6,160253,1 BATALHAO DE GUARDA,1 BATALHAO DE GUARDA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
1bf3798610d2759d6a512254a063295b,160285,ARSENAL DE GUERRA DO RIO,ARSENAL DE GUERRA DO RIO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
b583b9b30c7afe741e6d5751a964fc62,160312,ESCOLA DE ARTILHARIA DE COSTA E ANTIAEREA,ESCOLA DE ARTILHARIA DE COSTA E ANTIAEREA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
243c6a63e0fd479fe45faf6d44feafed,160327,INSTITUTO MILITAR DE ENGENHARIA,INSTITUTO MILITAR DE ENGENHARIA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
66ffcdecfc1aa024f5cb048521fc7162,160365,HOSPITAL DE GUARNICAO DE BAGE,HOSPITAL DE GUARNICAO DE BAGE,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
21932232e1eb181521dc7bf868cc866a,160384,18 BATALHAO DE INFANTARIA MOTORIZADO,18 BATALHAO DE INFANTARIA MOTORIZADO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
8d73f8a0092de3e8b83f6fb1ae7a6e51,160403,6 GRUPO DE ARTILHARIA DE CAMPANHA,6 GRUPO DE ARTILHARIA DE CAMPANHA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
8397ca9b16a2f8bfefceef3865e31e94,160417,PARQUE REGIONAL DE MANUTENCAO/3,PARQUE REGIONAL DE MANUTENCAO/3,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
3244b2c6dd888b89bc2f795dbe560120,160418,19 REGIMENTO DE CAVALARIA MECANIZADO,19 REGIMENTO DE CAVALARIA MECANIZADO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
5c192931c176e483222c85b4e5b7d19e,160428,2 REGIMENTO DE CAVALARIA MECANIZADO,2 REGIMENTO DE CAVALARIA MECANIZADO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
156b43726c284ac44a290cb6c46eec30,160435,7 REGIMENTO DE CAVALARIA MECANIZADO,7 REGIMENTO DE CAVALARIA MECANIZADO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
15527d8dcb8b30b91860593c5514bb72,160440,23 BATALHAO DE INFANTARIA,23 BATALHAO DE INFANTARIA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
10303c7738215833bc7ab7e3a1cd7af6,160441,28 GRUPO DE ARTILHARIA DE CAMPANHA,28 GRUPO DE ARTILHARIA DE CAMPANHA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
7d1a5448a5c671d4244db0d7e55a5186,160468,ESCOLA PREPARATORIA DE CADETES DO EXERCITO,ESCOLA PREPARATORIA DE CADETES DO EXERCITO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
c10e252c289249c248c81ec8d2c37ac5,160473,2 GRUPO DE ARTILHARIA ANTIAEREA,2 GRUPO DE ARTILHARIA ANTIAEREA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
883743a2c440f3dd4084ed6759610d1d,160476,22.DEPOSITO DE SUPRIMENTO,22.DEPOSITO DE SUPRIMENTO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
6294fedaef20b2d8304f05a82a46da0e,160482,COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
9791c6d0aa31cf4e0fd3295ada05b4e5,160521,3ª BATERIA DE ARTILHARIA ANTIAEREA,3ª BATERIA DE ARTILHARIA ANTIAEREA,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
da0295061f563dda2348b70b60391e7c,160526,3 COMPANHIA DE ENGENHARIA DE COMB. MECANIZADO,3 COMPANHIA DE ENGENHARIA DE COMB. MECANIZADO,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
ab5319aec855b2d82637720c8ddc04b6,160528,BASE ADMINISTRATIVA DO C COM G EX,BASE ADMINISTRATIVA DO C COM G EX,FEDERAL,NA,Comando do Exército,52121,Comando do Exército,BR,99
eb7b21c797d854988e62524d4f940a1c,167319,ESCOLA DE SAUDE DO EXERCITO,ESCOLA DE SAUDE DO EXERCITO,FEDERAL,NA,Fundo do Exército,52904,Fundo do Exército,BR,99
ef19f86f046a4961bf85122d51e5bb40,170010,SECRETARIA DA RECEITA FEDERAL DO BRASIL-RFB,SECRETARIA DA RECEITA FEDERAL DO BRASIL-RFB,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
57d107a08ac5f0b79bbce8c3d69f05a5,170072,DELEGACIA DA RFB EM ARACAJU,DELEGACIA DA RFB EM ARACAJU,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
b809a6d64899a6d347be16496dd04192,170094,DELEGACIA DA RFB EM VARGINHA,DELEGACIA DA RFB EM VARGINHA,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
ff4d160de5a9ec4d9a1167dc9132892d,170122,DELEGACIA DA RFB EM NOVA IGUACU,DELEGACIA DA RFB EM NOVA IGUACU,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
0f8125d340684c822039b6ec427d8ded,170136,DELEGACIA DA RFB EM CAMPINAS,DELEGACIA DA RFB EM CAMPINAS,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
37ad4853f38a30776d7ff2881f47aad4,170137,DELEGACIA DA RFB EM PRESIDENTE PRUDENTE,DELEGACIA DA RFB EM PRESIDENTE PRUDENTE,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
bdd10ac2f12d58754a43f96b701785b7,170138,DELEGACIA DA RFB EM RIBEIRAO PRETO,DELEGACIA DA RFB EM RIBEIRAO PRETO,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
6354d91f1deae07b56491995756d7658,170178,DELEGACIA DA RFB EM CAXIAS DO SUL,DELEGACIA DA RFB EM CAXIAS DO SUL,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
4f443a4fcd198309c203b0435b80c973,170180,DELEGACIA DA RFB EM PELOTAS,DELEGACIA DA RFB EM PELOTAS,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
4ae065d3a5fa7a098c74fd749c337ece,170182,ALFANDEGA DA RFB PORTO DE RIO GRANDE,ALFANDEGA DA RFB PORTO DE RIO GRANDE,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
903b32aa0871096ae4c1a02f857a8e60,170213,DELEGACIA DA RFB EM BOA VISTA,DELEGACIA DA RFB EM BOA VISTA,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
f54c5c5456b61637da4016f559835595,170263,DELEGACIA DA RFB EM SANTA CRUZ DO SUL,DELEGACIA DA RFB EM SANTA CRUZ DO SUL,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
91f4fb8956da629267a31e5bf9241d9c,170325,DELEGACIA DA RFB EM POCOS DE CALDAS,DELEGACIA DA RFB EM POCOS DE CALDAS,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
1691128e8cdb3a4be4991e2981ba5e03,170383,DELEGACIA DA RFB NO RIO DE JANEIRO II,DELEGACIA DA RFB NO RIO DE JANEIRO II,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
86ab7c1646da23102ff4dddfb7b47579,179007,BANCO DA AMAZONIA S/A,BANCO DA AMAZONIA S/A,FEDERAL,NA,Ministério da Economia - Unidades com vínculo,25000,Ministério da Economia - Unidades com vínculo,BR,99
5894cb65dec8e19a404f35395705cdf8,193001,DNOCS CEST/PI-TERESINA-PI,DNOCS CEST/PI-TERESINA-PI,FEDERAL,NA,Departamento Nacional de Obras Contra as Seca,22204,Departamento Nacional de Obras Contra as Seca,BR,99
f3a650a7edc0a59a96a4f4bfbf78f529,193118,IBAMA - SUPERINTENDENCIA DO PARANA/PR,IBAMA - SUPERINTENDENCIA DO PARANA/PR,FEDERAL,NA,Instituto Brasileiro do Meio Ambiente e dos R,20701,Instituto Brasileiro do Meio Ambiente e dos R,BR,99
60a914372f996aefa44748f13db4c23f,193129,IBAMA - SUPERINTENDENCIA DE SAO PAULO/SP,IBAMA - SUPERINTENDENCIA DE SAO PAULO/SP,FEDERAL,NA,Instituto Brasileiro do Meio Ambiente e dos R,20701,Instituto Brasileiro do Meio Ambiente e dos R,BR,99
4d497b31aed2ae5419bc1a2a5eb0c996,194012,COORDENACAO REGIONAL TAPAJOS/PA,COORDENACAO REGIONAL TAPAJOS/PA,FEDERAL,NA,Fundação Nacional do Índio,30202,Fundação Nacional do Índio,BR,99
4c520c769b0a5b95d0198e8edd662dcf,194031,COORDENACAO REGIONAL XINGU/MT,COORDENACAO REGIONAL XINGU/MT,FEDERAL,NA,Fundação Nacional do Índio,30202,Fundação Nacional do Índio,BR,99
55ff0c52ed23d79194e966ec2fd90cb9,194064,COORDENACAO REGIONAL DOURADOS/MS,COORDENACAO REGIONAL DOURADOS/MS,FEDERAL,NA,Fundação Nacional do Índio,30202,Fundação Nacional do Índio,BR,99
d19890bf5fa88a778e9cf569744f465a,194074,COORDENACAO REGIONAL MARANHAO/MA,COORDENACAO REGIONAL MARANHAO/MA,FEDERAL,NA,Fundação Nacional do Índio,30202,Fundação Nacional do Índio,BR,99
2eaa0d9df94b8b3ee5c3cb1696d7fcb7,194085,COORDENACAO REGIONAL DE PONTA PORA/MS,COORDENACAO REGIONAL DE PONTA PORA/MS,FEDERAL,NA,Fundação Nacional do Índio,30202,Fundação Nacional do Índio,BR,99
342f1df1fe9a3cae3e43be20c761b18a,200117,SUPERINTENDENCIA REG. POL. RODV. FEDERAL-SP,SUPERINTENDENCIA REG. POL. RODV. FEDERAL-SP,FEDERAL,NA,Departamento de Polícia Rodoviária Federal,30802,Departamento de Polícia Rodoviária Federal,BR,99
849791de261cd1d19f992e6616fcdd6a,200229,UNIV. CORP. DA POLICIA RODOVIARIA FEDERAL,UNIV. CORP. DA POLICIA RODOVIARIA FEDERAL,FEDERAL,NA,Departamento de Polícia Rodoviária Federal,30802,Departamento de Polícia Rodoviária Federal,BR,99
6033f39c92d5cdcb1ef7ef9a88820f31,200233,SUPERINTENDENCIA REG. POL. RODV. FEDERAL-AP,SUPERINTENDENCIA REG. POL. RODV. FEDERAL-AP,FEDERAL,NA,Departamento de Polícia Rodoviária Federal,30802,Departamento de Polícia Rodoviária Federal,BR,99
54f6c23b9be7964d04cafbfbf7be760e,200342,DIRETORIA DE TECNOLOGIA DA INFORM.E INOVACAO,DIRETORIA DE TECNOLOGIA DA INFORM.E INOVACAO,FEDERAL,NA,Departamento de Polícia Federal,30108,Departamento de Polícia Federal,BR,99
0c197ad42e5d38ab737150d82762c27c,200352,SUPERINTENDENCIA REGIONAL NO ESTADO DO ES,SUPERINTENDENCIA REGIONAL NO ESTADO DO ES,FEDERAL,NA,Departamento de Polícia Federal,30108,Departamento de Polícia Federal,BR,99
e1551eb642df16a4389ebeec11f3bb36,200378,SUPERINTENDENCIA REGIONAL NO ESTADO DE RO,SUPERINTENDENCIA REGIONAL NO ESTADO DE RO,FEDERAL,NA,Departamento de Polícia Federal,30108,Departamento de Polícia Federal,BR,99
20fa9d1563a69db53849961ea4b02d43,201014,BANCO NACIONAL DE DESENVOL.ECONOMICO E SOCIAL,BANCO NACIONAL DE DESENVOL.ECONOMICO E SOCIAL,FEDERAL,NA,Banco Nacional de Desenvolvimento Econômico e,45282,Banco Nacional de Desenvolvimento Econômico e,BR,99
95df13e5e39c076911e8e249ddf4f074,203001,AGENCIA ESPACIAL BRASILEIRA/AEB,AGENCIA ESPACIAL BRASILEIRA/AEB,FEDERAL,NA,Agência Espacial Brasileira,20402,Agência Espacial Brasileira,BR,99
95eab7ac8aff6600b9be2282f50b9209,225001,CIA.DE ENTREPOSTOS E ARMAZENS GER.DE S.PAULO,CIA.DE ENTREPOSTOS E ARMAZENS GER.DE S.PAULO,FEDERAL,NA,Companhia de Entrepostos e Armazéns Gerais de,22500,Companhia de Entrepostos e Armazéns Gerais de,BR,99
b03f2d0e0dd409bebfd25027d108a689,240104,INSTITUTO NACIONAL DE TECNOLOGIA - INT,INSTITUTO NACIONAL DE TECNOLOGIA - INT,FEDERAL,NA,"Ministério da Ciência, Tecnologia, Inovações",24000,"Ministério da Ciência, Tecnologia, Inovações",BR,99
a0550e0a88bc9d8cff683305338631cf,240125,MUSEU PARAENSE EMILIO GOELDI,MUSEU PARAENSE EMILIO GOELDI,FEDERAL,NA,"Ministério da Ciência, Tecnologia, Inovações",24000,"Ministério da Ciência, Tecnologia, Inovações",BR,99
c4636755c0853388b63088163aaed024,240128,LABORATORIO NACIONAL DE ASTROFISICA,LABORATORIO NACIONAL DE ASTROFISICA,FEDERAL,NA,"Ministério da Ciência, Tecnologia, Inovações",24000,"Ministério da Ciência, Tecnologia, Inovações",BR,99
76ab5e95372cdaef7b764b096cc81578,240224,CENTRO NAC.DE MONIT.E ALERT.DE DESASTRES NATU,CENTRO NAC.DE MONIT.E ALERT.DE DESASTRES NATU,FEDERAL,NA,"Ministério da Ciência, Tecnologia, Inovações",24000,"Ministério da Ciência, Tecnologia, Inovações",BR,99
82f579af75f82a0c9ae91cb44627eea4,250015,SUPERINTENDENCIA ESTADUAL DO MS/AM,SUPERINTENDENCIA ESTADUAL DO MS/AM,FEDERAL,NA,Ministério da Saúde - Unidades com vínculo di,36000,Ministério da Saúde - Unidades com vínculo di,BR,99
7c79bc045e7792a993d00b0f4dfda056,250031,SUPERINTENDENCIA ESTADUAL DO MS/RJ,SUPERINTENDENCIA ESTADUAL DO MS/RJ,FEDERAL,NA,Ministério da Saúde - Unidades com vínculo di,36000,Ministério da Saúde - Unidades com vínculo di,BR,99
8585560bd5b075d81905e9bfaef5f958,250035,SUPERINTENDENCIA ESTADUAL DO MS/RR,SUPERINTENDENCIA ESTADUAL DO MS/RR,FEDERAL,NA,Ministério da Saúde - Unidades com vínculo di,36000,Ministério da Saúde - Unidades com vínculo di,BR,99
8b2a1b99a5a9f341c1f65eac4ac6eb1b,250037,SUPERINTENDENCIA ESTADUAL DO MS/SP,SUPERINTENDENCIA ESTADUAL DO MS/SP,FEDERAL,NA,Ministério da Saúde - Unidades com vínculo di,36000,Ministério da Saúde - Unidades com vínculo di,BR,99
a5eb2ecc11162b7e5c5f8d843fc86711,250103,HOSPITAL FEDERAL DE IPANEMA,HOSPITAL FEDERAL DE IPANEMA,FEDERAL,NA,Ministério da Saúde - Unidades com vínculo di,36000,Ministério da Saúde - Unidades com vínculo di,BR,99
e715b2133bc76575e91c3c4f3540b2f8,250110,CG DE MATERIAL E PATRIMONIO - CGMAP/SAA,CG DE MATERIAL E PATRIMONIO - CGMAP/SAA,FEDERAL,NA,Ministério da Saúde - Unidades com vínculo di,36000,Ministério da Saúde - Unidades com vínculo di,BR,99
c26b82072e687cc4237c62d40f9d4e51,253022,"COORD.VIG.SANIT.DE PORTOS,AER.E FRONTEIRAS-RR","COORD.VIG.SANIT.DE PORTOS,AER.E FRONTEIRAS-RR",FEDERAL,NA,Agência Nacional de Vigilância Sanitária,36212,Agência Nacional de Vigilância Sanitária,BR,99
87ebbaaeabccadf4cff0fb1bf015dfb9,253024,"COORD.VIG.SANIT.DE PORTOS,AER.E FRONTEIRAS-MT","COORD.VIG.SANIT.DE PORTOS,AER.E FRONTEIRAS-MT",FEDERAL,NA,Agência Nacional de Vigilância Sanitária,36212,Agência Nacional de Vigilância Sanitária,BR,99
e06f64deed05c3e9ac5bce76021db240,253028,"COORD.VIG.SANIT.DE PORTOS,AER.E FRONTEIRAS-SP","COORD.VIG.SANIT.DE PORTOS,AER.E FRONTEIRAS-SP",FEDERAL,NA,Agência Nacional de Vigilância Sanitária,36212,Agência Nacional de Vigilância Sanitária,BR,99
4e20bdc16a43cc33304f80381baa51df,255002,FUNDACAO NACIONAL DE SAUDE - AL,FUNDACAO NACIONAL DE SAUDE - AL,FEDERAL,NA,Fundação Nacional de Saúde,36211,Fundação Nacional de Saúde,BR,99
a9067c39bc9e9c456515c736e34d0603,255003,FUNDACAO NACIONAL DE SAUDE - AP,FUNDACAO NACIONAL DE SAUDE - AP,FEDERAL,NA,Fundação Nacional de Saúde,36211,Fundação Nacional de Saúde,BR,99
309cb90f5dfa8c308ea9cef31362d628,255004,FUNDACAO NACIONAL DE SAUDE - AM,FUNDACAO NACIONAL DE SAUDE - AM,FEDERAL,NA,Fundação Nacional de Saúde,36211,Fundação Nacional de Saúde,BR,99
02d22a5429f6c429a11e9108aa9b63ed,255018,FUNDACAO NACIONAL DE SAUDE - PI,FUNDACAO NACIONAL DE SAUDE - PI,FEDERAL,NA,Fundação Nacional de Saúde,36211,Fundação Nacional de Saúde,BR,99
1417351ccc113a1ddf4089465d32a621,255021,FUNDACAO NACIONAL DE SAUDE - RS,FUNDACAO NACIONAL DE SAUDE - RS,FEDERAL,NA,Fundação Nacional de Saúde,36211,Fundação Nacional de Saúde,BR,99
e589da2383ace785da947b0a8e6a6203,257005,CENTRO NACIONAL DE PRIMATAS,CENTRO NACIONAL DE PRIMATAS,FEDERAL,NA,Ministério da Saúde - Unidades com vínculo di,36000,Ministério da Saúde - Unidades com vínculo di,BR,99
766ccd91712e32e6be29799930913e3e,257022,DISTRITO SANIT.ESP.INDIGENA - ALTO PURUS,DISTRITO SANIT.ESP.INDIGENA - ALTO PURUS,FEDERAL,NA,Ministério da Saúde - Unidades com vínculo di,36000,Ministério da Saúde - Unidades com vínculo di,BR,99
6e449a87feb29aba0e77609d55445c59,257035,DISTRITO SANIT.ESP.INDIGENA - MG/ES,DISTRITO SANIT.ESP.INDIGENA - MG/ES,FEDERAL,NA,Ministério da Saúde - Unidades com vínculo di,36000,Ministério da Saúde - Unidades com vínculo di,BR,99
f26e3168bd9dd1092abad23cff758cc2,303001,CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA,CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA,FEDERAL,NA,Conselho Administrativo de Defesa Econômica,30211,Conselho Administrativo de Defesa Econômica,BR,99
53302c11f0a3ee6ac596bdfaea490e1b,320005,COORD.GERAL DE RECURSOS HUMANOS/M.M.E,COORD.GERAL DE RECURSOS HUMANOS/M.M.E,FEDERAL,NA,Ministério de Minas e Energia - Unidades com,32000,Ministério de Minas e Energia - Unidades com,BR,99
b4874fd2df7013bb477a90142783dc91,323113,GERENCIA REGIONAL DA ANM - RJ,GERENCIA REGIONAL DA ANM - RJ,FEDERAL,NA,Agência Nacional de Mineração,32396,Agência Nacional de Mineração,BR,99
529b4c91cbfc41c802fa6e10660ba096,323114,GERENCIA REGIONAL DA ANM - RS,GERENCIA REGIONAL DA ANM - RS,FEDERAL,NA,Agência Nacional de Mineração,32396,Agência Nacional de Mineração,BR,99
ae9e1e76abd6f05d6039bb58154c0548,323120,GERENCIA REGIONAL DA ANM - RN,GERENCIA REGIONAL DA ANM - RN,FEDERAL,NA,Agência Nacional de Mineração,32396,Agência Nacional de Mineração,BR,99
