tipo_educacao,municipio,esfera,creche_parcial,creche_integral,pre_escola_parcial,pre_escola_integral,fundamental_inicial_parcial,fundamental_inicial_integral,fundamental_final_parcial,fundamental_final_integral,medio_parcial,medio_integral,eja_fundamental,eja_medio
regular,TRES DE MAIO,Estadual Rural,0,0,0,0,11,0,18,0,0,0,0,0
regular,TRES DE MAIO,Municipal Urbana,0,568,401,0,524,0,259,0,0,0,0,0
regular,TRES DE MAIO,Municipal Rural,0,0,7,43,30,54,0,0,0,0,0,0
regular,TRES DE MAIO,Estadual e Municipal,0,568,408,43,828,193,856,111,598,0,0,0
regular,TRES FORQUILHAS,Estadual Urbana,0,0,0,0,86,0,83,0,88,0,0,0
regular,TRES FORQUILHAS,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,TRES FORQUILHAS,Municipal Urbana,0,33,36,0,0,0,0,0,0,0,0,0
regular,TRES FORQUILHAS,Municipal Rural,0,0,26,0,92,0,82,0,0,0,0,0
regular,TRES FORQUILHAS,Estadual e Municipal,0,33,62,0,178,0,165,0,88,0,0,0
regular,TRES PALMEIRAS,Estadual Urbana,0,0,0,0,57,0,56,0,126,0,26,39
regular,TRES PALMEIRAS,Estadual Rural,0,0,0,0,37,0,42,0,0,0,0,0
regular,TRES PALMEIRAS,Municipal Urbana,91,13,122,6,153,0,119,0,0,0,0,0
regular,TRES PALMEIRAS,Municipal Rural,0,0,0,0,59,0,49,0,0,0,0,0
regular,TRES PALMEIRAS,Estadual e Municipal,91,13,122,6,306,0,266,0,126,0,26,39
regular,TRES PASSOS,Estadual Urbana,0,0,19,0,303,110,413,89,642,1,51,45
regular,TRES PASSOS,Estadual Rural,0,0,19,0,32,0,36,0,0,0,0,0
regular,TRES PASSOS,Municipal Urbana,0,705,231,201,574,55,460,0,0,0,0,0
regular,TRES PASSOS,Municipal Rural,0,0,39,0,95,0,42,46,0,0,0,0
regular,TRES PASSOS,Estadual e Municipal,0,705,308,201,1004,165,951,135,642,1,51,45
regular,TRINDADE DO SUL,Estadual Urbana,0,0,0,0,118,0,107,0,176,0,0,28
regular,TRINDADE DO SUL,Estadual Rural,0,0,0,0,48,0,59,0,0,0,0,0
regular,TRINDADE DO SUL,Municipal Urbana,64,88,137,0,172,35,94,36,0,0,54,0
regular,TRINDADE DO SUL,Municipal Rural,0,0,24,0,39,0,27,0,0,0,0,0
regular,TRINDADE DO SUL,Estadual e Municipal,64,88,161,0,377,35,287,36,176,0,54,28
regular,TRIUNFO,Estadual Urbana,0,0,0,0,463,0,414,0,523,0,0,0
regular,TRIUNFO,Estadual Rural,0,0,0,0,135,0,132,0,0,0,50,0
regular,TRIUNFO,Municipal Urbana,34,542,521,59,855,90,636,50,602,0,124,0
regular,TRIUNFO,Municipal Rural,0,0,105,0,299,0,185,0,0,0,0,0
regular,TRIUNFO,Estadual e Municipal,34,542,626,59,1752,90,1367,50,1125,0,174,0
regular,TUCUNDUVA,Estadual Urbana,0,0,0,0,186,0,192,0,130,0,0,30
regular,TUCUNDUVA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,TUCUNDUVA,Municipal Urbana,53,0,78,0,22,36,1,33,0,0,0,0
regular,TUCUNDUVA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,TUCUNDUVA,Estadual e Municipal,53,0,78,0,208,36,193,33,130,0,0,30
regular,TUNAS,Estadual Urbana,0,0,0,0,61,0,119,0,121,0,0,0
regular,TUNAS,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,TUNAS,Municipal Urbana,41,0,39,0,0,0,0,0,0,0,0,0
regular,TUNAS,Municipal Rural,17,0,46,0,161,0,128,0,0,0,0,0
regular,TUNAS,Estadual e Municipal,58,0,85,0,222,0,247,0,121,0,0,0
regular,TUPANCI DO SUL,Estadual Urbana,0,0,0,0,0,0,29,0,39,0,11,21
regular,TUPANCI DO SUL,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,TUPANCI DO SUL,Municipal Urbana,21,9,28,0,61,0,40,0,0,0,0,0
regular,TUPANCI DO SUL,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,TUPANCI DO SUL,Estadual e Municipal,21,9,28,0,61,0,69,0,39,0,11,21
regular,TUPANCIRETA,Estadual Urbana,0,0,0,0,606,0,708,0,574,0,0,0
regular,TUPANCIRETA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,TUPANCIRETA,Municipal Urbana,0,354,410,0,551,0,461,0,0,0,39,0
regular,TUPANCIRETA,Municipal Rural,0,0,14,35,68,92,79,94,0,0,0,0
regular,TUPANCIRETA,Estadual e Municipal,0,354,424,35,1225,92,1248,94,574,0,39,0
regular,TUPANDI,Estadual Urbana,0,0,0,0,0,0,0,0,115,0,0,0
regular,TUPANDI,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,TUPANDI,Municipal Urbana,0,196,43,60,98,114,262,18,0,0,0,0
regular,TUPANDI,Municipal Rural,0,0,12,11,12,55,0,0,0,0,0,0
regular,TUPANDI,Estadual e Municipal,0,196,55,71,110,169,262,18,115,0,0,0
regular,TUPARENDI,Estadual Urbana,0,0,0,0,0,0,268,0,92,0,0,0
regular,TUPARENDI,Estadual Rural,0,0,0,0,45,0,57,0,0,0,0,0
regular,TUPARENDI,Municipal Urbana,0,140,93,53,219,83,0,0,0,0,0,0
regular,TUPARENDI,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,TUPARENDI,Estadual e Municipal,0,140,93,53,264,83,325,0,92,0,0,0
regular,TURUCU,Estadual Urbana,0,0,0,0,0,0,0,0,170,0,0,0
regular,TURUCU,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,TURUCU,Municipal Urbana,0,47,0,48,113,23,124,1,0,0,0,0
regular,TURUCU,Municipal Rural,0,0,21,0,68,0,87,0,0,0,0,0
regular,TURUCU,Estadual e Municipal,0,47,21,48,181,23,211,1,170,0,0,0
regular,UBIRETAMA,Estadual Urbana,0,0,0,0,25,0,101,0,47,0,0,0
regular,UBIRETAMA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,UBIRETAMA,Municipal Urbana,0,0,0,0,0,0,0,0,0,0,0,0
regular,UBIRETAMA,Municipal Rural,0,0,46,0,57,0,0,0,0,0,0,0
regular,UBIRETAMA,Estadual e Municipal,0,0,46,0,82,0,101,0,47,0,0,0
regular,UNIAO DA SERRA,Estadual Urbana,0,0,0,0,49,0,47,0,27,0,0,0
regular,UNIAO DA SERRA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,UNIAO DA SERRA,Municipal Urbana,0,20,0,25,0,0,0,0,0,0,0,0
regular,UNIAO DA SERRA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,UNIAO DA SERRA,Estadual e Municipal,0,20,0,25,49,0,47,0,27,0,0,0
regular,UNISTALDA,Estadual Urbana,0,0,0,0,64,0,76,0,89,0,7,15
regular,UNISTALDA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,UNISTALDA,Municipal Urbana,0,0,0,0,0,0,0,0,0,0,0,0
regular,UNISTALDA,Municipal Rural,0,0,58,0,60,0,64,0,0,0,0,0
regular,UNISTALDA,Estadual e Municipal,0,0,58,0,124,0,140,0,89,0,7,15
regular,URUGUAIANA,Estadual Urbana,0,0,14,0,3333,177,3649,20,4117,0,773,1044
regular,URUGUAIANA,Estadual Rural,0,0,11,0,187,20,229,27,155,0,48,0
regular,URUGUAIANA,Municipal Urbana,1472,634,2554,0,3517,136,2812,0,0,0,241,0
regular,URUGUAIANA,Municipal Rural,0,0,56,28,270,97,226,69,0,0,0,0
regular,URUGUAIANA,Estadual e Municipal,1472,634,2635,28,7307,430,6916,116,4272,0,1062,1044
regular,VACARIA,Estadual Urbana,0,0,20,0,1940,0,1877,0,1730,0,115,285
regular,VACARIA,Estadual Rural,0,0,0,0,14,0,10,0,0,0,0,0
regular,VACARIA,Municipal Urbana,18,904,1334,0,2098,0,1690,0,0,0,217,0
regular,VACARIA,Municipal Rural,0,0,60,0,166,0,89,0,0,0,0,0
regular,VACARIA,Estadual e Municipal,18,904,1414,0,4218,0,3666,0,1730,0,332,285
regular,VALE DO SOL,Estadual Urbana,0,0,0,0,90,0,177,0,223,0,0,0
regular,VALE DO SOL,Estadual Rural,0,0,0,0,103,0,111,0,0,0,0,0
regular,VALE DO SOL,Municipal Urbana,17,0,98,0,0,0,0,0,0,0,0,0
regular,VALE DO SOL,Municipal Rural,0,0,94,0,299,0,284,0,0,0,0,0
regular,VALE DO SOL,Estadual e Municipal,17,0,192,0,492,0,572,0,223,0,0,0
regular,VALE REAL,Estadual Urbana,0,0,0,0,130,0,187,0,102,0,0,0
regular,VALE REAL,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VALE REAL,Municipal Urbana,0,185,0,89,0,0,0,0,0,0,0,0
regular,VALE REAL,Municipal Rural,0,0,59,0,229,0,91,0,0,0,0,0
regular,VALE REAL,Estadual e Municipal,0,185,59,89,359,0,278,0,102,0,0,0
regular,VALE VERDE,Estadual Urbana,0,0,0,0,0,0,104,0,92,0,0,0
regular,VALE VERDE,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VALE VERDE,Municipal Urbana,0,36,0,36,121,0,0,0,0,0,0,0
regular,VALE VERDE,Municipal Rural,0,0,0,22,0,58,0,82,0,0,17,0
regular,VALE VERDE,Estadual e Municipal,0,36,0,58,121,58,104,82,92,0,17,0
regular,VANINI,Estadual Urbana,0,0,0,0,0,0,84,0,45,0,0,0
regular,VANINI,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VANINI,Municipal Urbana,85,20,35,0,104,0,0,0,0,0,0,0
regular,VANINI,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VANINI,Estadual e Municipal,85,20,35,0,104,0,84,0,45,0,0,0
regular,VENANCIO AIRES,Estadual Urbana,0,0,0,0,687,234,1155,0,1031,0,0,370
regular,VENANCIO AIRES,Estadual Rural,0,0,0,0,530,0,596,0,195,0,0,33
regular,VENANCIO AIRES,Municipal Urbana,0,927,378,519,726,191,742,0,0,0,200,0
regular,VENANCIO AIRES,Municipal Rural,0,0,259,20,345,76,88,0,0,0,0,0
regular,VENANCIO AIRES,Estadual e Municipal,0,927,637,539,2288,501,2581,0,1226,0,200,403
regular,VERA CRUZ,Estadual Urbana,0,0,0,0,284,0,369,0,727,0,0,0
regular,VERA CRUZ,Estadual Rural,0,0,0,0,64,0,201,0,0,0,0,0
regular,VERA CRUZ,Municipal Urbana,0,519,207,195,471,0,279,0,0,0,0,0
regular,VERA CRUZ,Municipal Rural,0,0,141,0,292,0,214,3,0,0,0,0
regular,VERA CRUZ,Estadual e Municipal,0,519,348,195,1111,0,1063,3,727,0,0,0
regular,VERANOPOLIS,Estadual Urbana,0,0,0,0,21,0,99,0,442,0,134,73
regular,VERANOPOLIS,Estadual Rural,0,0,0,0,20,0,14,0,0,0,0,0
regular,VERANOPOLIS,Municipal Urbana,0,399,213,307,878,0,601,0,0,0,0,0
regular,VERANOPOLIS,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VERANOPOLIS,Estadual e Municipal,0,399,213,307,919,0,714,0,442,0,134,73
regular,VESPASIANO CORREA,Estadual Urbana,0,0,0,0,0,0,75,0,42,0,0,0
regular,VESPASIANO CORREA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VESPASIANO CORREA,Municipal Urbana,0,26,14,20,75,0,0,0,0,0,0,0
regular,VESPASIANO CORREA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VESPASIANO CORREA,Estadual e Municipal,0,26,14,20,75,0,75,0,42,0,0,0
regular,VIADUTOS,Estadual Urbana,0,0,0,0,53,0,78,0,102,39,0,0
regular,VIADUTOS,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VIADUTOS,Municipal Urbana,64,29,83,0,125,0,105,0,0,0,0,0
regular,VIADUTOS,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VIADUTOS,Estadual e Municipal,64,29,83,0,178,0,183,0,102,39,0,0
regular,VIAMAO,Estadual Urbana,0,0,41,0,3715,65,4484,17,5585,251,1017,744
regular,VIAMAO,Estadual Rural,0,0,32,0,433,127,573,161,526,272,180,127
regular,VIAMAO,Municipal Urbana,238,0,3823,0,8667,841,6227,540,0,0,841,0
regular,VIAMAO,Municipal Rural,0,0,560,0,1365,298,912,277,0,0,85,0
regular,VIAMAO,Estadual e Municipal,238,0,4456,0,14180,1331,12196,995,6111,523,2123,871
regular,VICENTE DUTRA,Estadual Urbana,0,0,0,0,116,0,130,0,154,0,0,0
regular,VICENTE DUTRA,Estadual Rural,0,0,7,0,50,0,44,0,0,0,35,0
regular,VICENTE DUTRA,Municipal Urbana,0,73,90,0,127,0,119,0,0,0,0,0
regular,VICENTE DUTRA,Municipal Rural,0,0,9,0,27,0,0,0,0,0,0,0
regular,VICENTE DUTRA,Estadual e Municipal,0,73,106,0,320,0,293,0,154,0,35,0
regular,VICTOR GRAEFF,Estadual Urbana,0,0,0,0,65,0,76,0,71,0,0,0
regular,VICTOR GRAEFF,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VICTOR GRAEFF,Municipal Urbana,0,67,0,52,36,28,52,0,0,0,0,0
regular,VICTOR GRAEFF,Municipal Rural,0,0,7,0,25,0,21,0,0,0,0,0
regular,VICTOR GRAEFF,Estadual e Municipal,0,67,7,52,126,28,149,0,71,0,0,0
regular,VILA FLORES,Estadual Urbana,0,0,0,0,0,0,0,0,69,0,0,10
regular,VILA FLORES,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VILA FLORES,Municipal Urbana,0,74,54,0,163,0,119,0,0,0,0,0
regular,VILA FLORES,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VILA FLORES,Estadual e Municipal,0,74,54,0,163,0,119,0,69,0,0,10
regular,VILA LANGARO,Estadual Urbana,0,0,0,0,0,0,31,0,70,0,0,0
regular,VILA LANGARO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VILA LANGARO,Municipal Urbana,13,0,35,0,101,0,52,0,0,0,0,0
regular,VILA LANGARO,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VILA LANGARO,Estadual e Municipal,13,0,35,0,101,0,83,0,70,0,0,0
regular,VILA MARIA,Estadual Urbana,0,0,0,0,64,0,67,0,119,0,0,0
regular,VILA MARIA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VILA MARIA,Municipal Urbana,58,0,74,0,109,0,90,0,0,0,0,0
regular,VILA MARIA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VILA MARIA,Estadual e Municipal,58,0,74,0,173,0,157,0,119,0,0,0
regular,VILA NOVA DO SUL,Estadual Urbana,0,0,0,0,64,0,44,0,101,0,39,34
regular,VILA NOVA DO SUL,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VILA NOVA DO SUL,Municipal Urbana,40,0,86,0,184,0,192,0,0,0,0,0
regular,VILA NOVA DO SUL,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VILA NOVA DO SUL,Estadual e Municipal,40,0,86,0,248,0,236,0,101,0,39,34
regular,VISTA ALEGRE,Estadual Urbana,0,0,0,0,66,0,74,0,52,0,0,0
regular,VISTA ALEGRE,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VISTA ALEGRE,Municipal Urbana,29,20,41,8,0,0,0,0,0,0,0,0
regular,VISTA ALEGRE,Municipal Rural,0,0,0,0,62,0,53,0,0,0,0,0
regular,VISTA ALEGRE,Estadual e Municipal,29,20,41,8,128,0,127,0,52,0,0,0
regular,VISTA ALEGRE DO PRATA,Estadual Urbana,0,0,0,0,0,0,62,0,52,0,0,0
regular,VISTA ALEGRE DO PRATA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VISTA ALEGRE DO PRATA,Municipal Urbana,0,22,23,0,90,0,0,0,0,0,0,0
regular,VISTA ALEGRE DO PRATA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,VISTA ALEGRE DO PRATA,Estadual e Municipal,0,22,23,0,90,0,62,0,52,0,0,0
regular,VISTA GAUCHA,Estadual Urbana,0,0,0,0,16,0,45,0,75,0,0,0
regular,VISTA GAUCHA,Estadual Rural,0,0,0,0,32,0,18,0,0,0,0,0
regular,VISTA GAUCHA,Municipal Urbana,2,91,39,0,80,0,36,0,0,0,0,0
regular,VISTA GAUCHA,Municipal Rural,0,0,21,0,36,0,27,0,0,0,0,0
regular,VISTA GAUCHA,Estadual e Municipal,2,91,60,0,164,0,126,0,75,0,0,0
regular,VITORIA DAS MISSOES,Estadual Urbana,0,0,0,0,48,0,58,0,128,0,0,0
regular,VITORIA DAS MISSOES,Estadual Rural,0,0,0,0,30,0,49,0,0,0,0,0
regular,VITORIA DAS MISSOES,Municipal Urbana,51,0,28,0,0,0,0,0,0,0,0,0
regular,VITORIA DAS MISSOES,Municipal Rural,0,0,46,0,87,0,90,0,0,0,0,0
regular,VITORIA DAS MISSOES,Estadual e Municipal,51,0,74,0,165,0,197,0,128,0,0,0
regular,WESTFALIA,Estadual Urbana,0,0,0,0,0,0,0,0,72,0,0,0
regular,WESTFALIA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,WESTFALIA,Municipal Urbana,0,0,36,0,42,52,95,37,0,0,0,0
regular,WESTFALIA,Municipal Rural,0,0,24,0,51,9,0,0,0,0,0,0
regular,WESTFALIA,Estadual e Municipal,0,0,60,0,93,61,95,37,72,0,0,0
regular,XANGRI-LA,Estadual Urbana,0,0,0,0,0,0,0,0,376,0,0,0
regular,XANGRI-LA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,XANGRI-LA,Municipal Urbana,130,219,373,18,1004,43,817,56,0,0,117,0
regular,XANGRI-LA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,XANGRI-LA,Estadual e Municipal,130,219,373,18,1004,43,817,56,376,0,117,0
especial,ACEGUA,Estadual Urbana,0,0,0,0,0,0,0,0,3,0,2,1
especial,ACEGUA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ACEGUA,Municipal Urbana,1,0,0,0,23,0,11,0,0,0,0,0
especial,ACEGUA,Municipal Rural,0,0,0,0,19,0,8,0,0,0,0,0
especial,ACEGUA,Estadual e Municipal,1,0,0,0,42,0,19,0,3,0,2,1
especial,AGUA SANTA,Estadual Urbana,0,0,0,0,0,0,0,0,1,0,1,1
especial,AGUA SANTA,Estadual Rural,0,0,0,0,5,0,1,0,0,0,0,0
especial,AGUA SANTA,Municipal Urbana,0,0,1,0,11,0,8,0,0,0,0,0
especial,AGUA SANTA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,AGUA SANTA,Estadual e Municipal,0,0,1,0,16,0,9,0,1,0,1,1
especial,AGUDO,Estadual Urbana,0,0,0,0,20,0,13,0,11,0,9,2
especial,AGUDO,Estadual Rural,0,0,0,0,1,0,7,0,1,0,0,0
especial,AGUDO,Municipal Urbana,0,1,2,0,27,0,11,0,0,0,0,0
especial,AGUDO,Municipal Rural,0,0,4,0,58,0,38,0,0,0,0,0
especial,AGUDO,Estadual e Municipal,0,1,6,0,106,0,69,0,12,0,9,2
especial,AJURICABA,Estadual Urbana,0,0,0,0,2,0,1,0,2,0,0,0
especial,AJURICABA,Estadual Rural,0,0,0,0,1,0,5,0,0,0,0,0
especial,AJURICABA,Municipal Urbana,0,0,0,0,12,0,6,0,0,0,0,0
especial,AJURICABA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,AJURICABA,Estadual e Municipal,0,0,0,0,15,0,12,0,2,0,0,0
especial,ALECRIM,Estadual Urbana,0,0,0,0,2,0,10,0,2,0,0,0
especial,ALECRIM,Estadual Rural,0,0,0,0,0,0,1,0,0,0,0,0
especial,ALECRIM,Municipal Urbana,1,1,0,0,0,0,0,0,0,0,0,0
especial,ALECRIM,Municipal Rural,0,0,0,0,1,0,1,0,0,0,0,0
especial,ALECRIM,Estadual e Municipal,1,1,0,0,3,0,12,0,2,0,0,0
especial,ALEGRETE,Estadual Urbana,0,0,0,0,109,5,68,0,53,0,29,12
especial,ALEGRETE,Estadual Rural,0,0,0,0,11,0,9,0,0,0,0,0
especial,ALEGRETE,Municipal Urbana,5,6,23,1,70,2,52,1,0,0,9,0
especial,ALEGRETE,Municipal Rural,0,0,0,0,0,8,0,8,0,1,0,0
especial,ALEGRETE,Estadual e Municipal,5,6,23,1,190,15,129,9,53,1,38,12
especial,ALEGRIA,Estadual Urbana,0,0,0,0,4,0,2,7,17,0,0,0
especial,ALEGRIA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ALEGRIA,Municipal Urbana,0,0,0,0,14,0,37,0,0,0,0,0
especial,ALEGRIA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ALEGRIA,Estadual e Municipal,0,0,0,0,18,0,39,7,17,0,0,0
especial,ALMIRANTE TAMANDARE DO SUL,Estadual Urbana,0,0,0,0,3,0,2,0,1,0,0,4
especial,ALMIRANTE TAMANDARE DO SUL,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ALMIRANTE TAMANDARE DO SUL,Municipal Urbana,0,0,0,0,0,0,0,0,0,0,0,0
especial,ALMIRANTE TAMANDARE DO SUL,Municipal Rural,0,0,0,0,5,0,1,0,0,0,0,0
especial,ALMIRANTE TAMANDARE DO SUL,Estadual e Municipal,0,0,0,0,8,0,3,0,1,0,0,4
especial,ALPESTRE,Estadual Urbana,0,0,0,0,0,0,1,0,6,0,0,0
especial,ALPESTRE,Estadual Rural,0,0,0,0,2,0,8,0,0,0,0,0
especial,ALPESTRE,Municipal Urbana,0,0,0,0,1,0,5,0,0,0,0,0
especial,ALPESTRE,Municipal Rural,0,0,0,0,0,0,9,2,0,0,0,0
especial,ALPESTRE,Estadual e Municipal,0,0,0,0,3,0,23,2,6,0,0,0
especial,ALTO ALEGRE,Estadual Urbana,0,0,0,0,1,0,3,0,2,0,0,0
especial,ALTO ALEGRE,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ALTO ALEGRE,Municipal Urbana,0,0,2,0,0,0,0,0,0,0,0,0
especial,ALTO ALEGRE,Municipal Rural,0,0,0,0,1,0,1,0,0,0,0,0
especial,ALTO ALEGRE,Estadual e Municipal,0,0,2,0,2,0,4,0,2,0,0,0
especial,ALTO FELIZ,Estadual Urbana,0,0,0,0,0,0,3,0,0,0,0,0
especial,ALTO FELIZ,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ALTO FELIZ,Municipal Urbana,0,0,0,1,6,1,0,0,0,0,0,0
especial,ALTO FELIZ,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ALTO FELIZ,Estadual e Municipal,0,0,0,1,6,1,3,0,0,0,0,0
especial,ALVORADA,Estadual Urbana,0,0,0,0,135,0,177,0,92,2,28,4
especial,ALVORADA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ALVORADA,Municipal Urbana,0,0,25,0,423,52,265,23,0,0,102,0
especial,ALVORADA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ALVORADA,Estadual e Municipal,0,0,25,0,558,52,442,23,92,2,130,4
especial,AMARAL FERRADOR,Estadual Urbana,0,0,0,0,2,0,1,0,3,0,1,0
especial,AMARAL FERRADOR,Estadual Rural,0,0,0,0,2,0,1,0,0,0,0,0
especial,AMARAL FERRADOR,Municipal Urbana,0,0,1,0,7,0,6,0,0,0,0,0
especial,AMARAL FERRADOR,Municipal Rural,0,0,0,0,5,0,1,0,0,0,0,0
especial,AMARAL FERRADOR,Estadual e Municipal,0,0,1,0,16,0,9,0,3,0,1,0
especial,AMETISTA DO SUL,Estadual Urbana,0,0,0,0,0,0,4,0,8,0,0,1
especial,AMETISTA DO SUL,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,AMETISTA DO SUL,Municipal Urbana,1,0,0,0,5,1,8,1,0,0,0,0
especial,AMETISTA DO SUL,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,AMETISTA DO SUL,Estadual e Municipal,1,0,0,0,5,1,12,1,8,0,0,1
especial,ANDRE DA ROCHA,Estadual Urbana,0,0,0,0,0,0,3,0,1,0,0,0
especial,ANDRE DA ROCHA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ANDRE DA ROCHA,Municipal Urbana,0,0,0,0,1,0,0,0,0,0,0,0
especial,ANDRE DA ROCHA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ANDRE DA ROCHA,Estadual e Municipal,0,0,0,0,1,0,3,0,1,0,0,0
especial,ANTA GORDA,Estadual Urbana,0,0,0,0,7,0,8,0,5,0,0,0
especial,ANTA GORDA,Estadual Rural,0,0,0,0,1,0,0,0,0,0,0,0
especial,ANTA GORDA,Municipal Urbana,0,0,0,0,0,0,0,0,0,0,0,0
especial,ANTA GORDA,Municipal Rural,0,0,0,0,3,0,2,0,0,0,0,0
especial,ANTA GORDA,Estadual e Municipal,0,0,0,0,11,0,10,0,5,0,0,0
especial,ANTONIO PRADO,Estadual Urbana,0,0,0,0,4,0,2,0,0,0,0,0
especial,ANTONIO PRADO,Estadual Rural,0,0,0,0,3,0,6,0,3,0,0,0
especial,ANTONIO PRADO,Municipal Urbana,0,0,0,1,5,0,7,0,0,0,0,0
especial,ANTONIO PRADO,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ANTONIO PRADO,Estadual e Municipal,0,0,0,1,12,0,15,0,3,0,0,0
especial,ARAMBARE,Estadual Urbana,0,0,0,0,4,0,5,0,6,0,0,0
especial,ARAMBARE,Estadual Rural,0,0,0,0,5,0,4,0,0,0,1,0
especial,ARAMBARE,Municipal Urbana,1,0,0,0,3,0,2,0,0,0,0,0
especial,ARAMBARE,Municipal Rural,0,0,0,0,1,0,0,0,0,0,0,0
especial,ARAMBARE,Estadual e Municipal,1,0,0,0,13,0,11,0,6,0,1,0
especial,ARARICA,Estadual Urbana,0,0,0,0,3,0,2,0,7,0,0,0
especial,ARARICA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ARARICA,Municipal Urbana,0,2,1,1,3,3,10,0,0,0,0,0
especial,ARARICA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ARARICA,Estadual e Municipal,0,2,1,1,6,3,12,0,7,0,0,0
especial,ARATIBA,Estadual Urbana,0,0,0,0,3,0,8,0,3,0,0,0
especial,ARATIBA,Estadual Rural,0,0,0,0,1,0,3,0,0,0,0,0
especial,ARATIBA,Municipal Urbana,1,0,0,0,6,0,0,3,0,0,0,0
especial,ARATIBA,Municipal Rural,0,0,0,0,1,0,0,0,0,0,0,0
especial,ARATIBA,Estadual e Municipal,1,0,0,0,11,0,11,3,3,0,0,0
especial,ARROIO DO MEIO,Estadual Urbana,0,0,0,0,0,0,2,0,5,0,0,0
especial,ARROIO DO MEIO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
especial,ARROIO DO MEIO,Municipal Urbana,0,0,7,0,21,4,30,0,0,0,1,0
especial,ARROIO DO MEIO,Municipal Rural,0,0,0,0,1,1,0,0,0,0,0,0
especial,ARROIO DO MEIO,Estadual e Municipal,0,0,7,0,22,5,32,0,5,0,1,0
